region,month_name,total_sales
South,Mar,199725.0
South,Jan,176182.0
East,Apr,281139.0
East,Nov,287266.0
Central,May,242497.0
East,Mar,262017.0
Central,Oct,213661.0
South,Nov,156542.0
Central,Apr,235773.0
South,Jul,131875.0
Central,Mar,261246.0
East,Jan,279691.0
West,Apr,271784.0
East,Sep,243082.0
South,Sep,171552.0
West,Aug,259202.0
Central,Nov,231811.0
South,Feb,185195.0
West,Mar,290566.0
South,Dec,199927.0
East,Feb,255314.0
West,Dec,338904.0
West,Sep,266856.0
Central,Sep,214868.0
South,Aug,179880.0
East,Jun,226198.0
West,Jan,329348.0
South,Apr,156753.0
Central,Dec,238105.0
West,Oct,304515.0
Central,Jun,217861.0
Central,Aug,198231.0
East,Oct,312403.0
West,Jun,273004.0
West,Jul,278805.0
West,Nov,275088.0
East,Dec,290965.0
South,Jun,168185.0
East,Jul,253689.0
East,May,255420.0
South,Oct,181223.0
Central,Jul,214903.0
Central,Jan,235404.0
East,Aug,274661.0
Central,Feb,216597.0
South,May,180626.0
West,May,276817.0
West,Feb,210336.0
