region,month_name,total_sales
South,Mar,191060.0
South,Jan,171330.0
East,Apr,273798.0
East,Nov,271771.0
Central,May,239595.0
East,Mar,254975.0
Central,Oct,208932.0
South,Nov,153974.0
Central,Apr,231190.0
South,Jul,130635.0
Central,Mar,253788.0
East,Jan,275429.0
West,Apr,261205.0
East,Sep,232560.0
South,Sep,168116.0
West,Aug,250830.0
Central,Nov,225703.0
South,Feb,183766.0
West,Mar,287869.0
South,Dec,195603.0
East,Feb,248831.0
West,Dec,321316.0
West,Sep,259062.0
Central,Sep,208495.0
South,Aug,176183.0
East,Jun,221949.0
West,Jan,319644.0
South,Apr,150663.0
Central,Dec,232137.0
West,Oct,298610.0
Central,Jun,212467.0
Central,Aug,195160.0
East,Oct,307808.0
West,Jun,257767.0
West,Jul,266303.0
West,Nov,265668.0
East,Dec,284117.0
South,Jun,162969.0
East,Jul,248231.0
East,May,249717.0
South,Oct,178635.0
Central,Jul,209724.0
Central,Jan,227811.0
East,Aug,269213.0
Central,Feb,213239.0
South,May,176848.0
West,May,268285.0
West,Feb,203987.0
