category,month,total_sales,total_profit
Furniture,Sep,187799.0,31692.0
Furniture,Oct,171061.0,31436.0
Furniture,Mar,201071.0,36813.0
Office Supplies,Feb,456983.0,81719.0
Technology,Jul,164955.0,29135.0
Office Supplies,Dec,535962.0,94556.0
Furniture,Aug,166229.0,29487.0
Office Supplies,Jul,427552.0,77630.0
Office Supplies,Jun,407599.0,73710.0
Technology,Sep,135296.0,24318.0
Technology,Dec,184917.0,32399.0
Technology,Jun,199693.0,37301.0
Office Supplies,Jan,486977.0,86935.0
Technology,Aug,160191.0,27836.0
Technology,Oct,210442.0,34867.0
Technology,Jan,193490.0,36552.0
Office Supplies,Mar,492838.0,82830.0
Office Supplies,Aug,460252.0,84806.0
Office Supplies,Sep,425587.0,71826.0
Office Supplies,Oct,505857.0,88132.0
Furniture,Nov,161543.0,27088.0
Office Supplies,Nov,434184.0,73807.0
Technology,May,172506.0,28974.0
Furniture,Feb,131089.0,24819.0
Office Supplies,Apr,425834.0,75336.0
Furniture,Jan,158553.0,28099.0
Furniture,Jun,125530.0,22273.0
Technology,Nov,197469.0,34498.0
Technology,Mar,149897.0,26311.0
Technology,Feb,155666.0,25236.0
Furniture,Apr,183773.0,33393.0
Technology,Apr,180069.0,31113.0
Furniture,Dec,161690.0,29668.0
Office Supplies,May,484775.0,86951.0
Furniture,Jul,140702.0,25608.0
Furniture,May,164956.0,31485.0
