segment,month_name,total_sales,total_profit
Corporate,Oct,298320.0,51025.0
Home Office,Jul,176501.0,30808.0
Consumer,Jul,426442.0,75591.0
Corporate,Mar,266480.0,45949.0
Consumer,Nov,404436.0,69974.0
Home Office,Aug,145888.0,25337.0
Consumer,Aug,464882.0,86309.0
Corporate,Aug,250772.0,44468.0
Home Office,Apr,155973.0,27634.0
Consumer,Jun,424485.0,76573.0
Consumer,May,444542.0,78628.0
Home Office,Sep,128347.0,21221.0
Corporate,Jul,221862.0,40752.0
Corporate,Dec,328957.0,59122.0
Corporate,May,287261.0,51702.0
Corporate,Apr,280085.0,48477.0
Home Office,May,162692.0,30043.0
Home Office,Jan,177699.0,32402.0
Home Office,Jun,150569.0,28380.0
Consumer,Sep,465291.0,79529.0
Home Office,Mar,185453.0,30594.0
Consumer,Apr,439005.0,78129.0
Home Office,Nov,183647.0,32339.0
Home Office,Oct,186734.0,32813.0
Consumer,Dec,498750.0,90321.0
Corporate,Nov,292699.0,49468.0
Corporate,Sep,251108.0,44224.0
Corporate,Feb,258634.0,43569.0
Home Office,Feb,153470.0,28186.0
Consumer,Mar,502124.0,88462.0
Consumer,Oct,470386.0,82460.0
Corporate,Jan,311674.0,53963.0
Consumer,Jan,455519.0,84731.0
Corporate,Jun,255940.0,46428.0
Home Office,Dec,171399.0,28595.0
Consumer,Feb,406964.0,73238.0
