category,month,total_sales,total_profit
Furniture,Sep,179541.0,30474.0
Furniture,Oct,162797.0,30148.0
Furniture,Mar,190130.0,35109.0
Office Supplies,Feb,439620.0,78612.0
Technology,Jul,156431.0,27542.0
Office Supplies,Dec,507042.0,89793.0
Furniture,Aug,154269.0,27971.0
Office Supplies,Jul,399449.0,72626.0
Office Supplies,Jun,381258.0,69452.0
Technology,Sep,127647.0,23078.0
Technology,Dec,178112.0,31103.0
Technology,Jun,192416.0,36076.0
Office Supplies,Jan,465597.0,82970.0
Technology,Aug,154100.0,26764.0
Technology,Oct,202948.0,33362.0
Technology,Jan,187708.0,35701.0
Office Supplies,Mar,464876.0,77037.0
Office Supplies,Aug,419349.0,75412.0
Office Supplies,Sep,388686.0,66249.0
Office Supplies,Oct,485703.0,84930.0
Furniture,Nov,154411.0,25929.0
Office Supplies,Nov,411439.0,69575.0
Technology,May,159550.0,26411.0
Furniture,Feb,123069.0,23320.0
Office Supplies,Apr,398289.0,70265.0
Furniture,Jan,149856.0,26588.0
Furniture,Jun,119330.0,21249.0
Technology,Nov,187176.0,33009.0
Technology,Mar,142718.0,24942.0
Technology,Feb,144779.0,24047.0
Furniture,Apr,170736.0,30661.0
Technology,Apr,172667.0,29544.0
Furniture,Dec,155211.0,28366.0
Office Supplies,May,455381.0,81435.0
Furniture,Jul,126169.0,22546.0
Furniture,May,159359.0,30465.0
