state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,103,1
Alabama,Paper,99,2
Alabama,Furnishings,62,3
Alabama,Chairs,50,4
Alabama,Storage,50,4
Alabama,Accessories,45,6
Alabama,Art,39,7
Alabama,Labels,32,8
Alabama,Envelopes,31,9
Alabama,Tables,29,10
Alabama,Phones,28,11
Alabama,Appliances,21,12
Alabama,Bookcases,12,13
Alabama,Fasteners,11,14
Alabama,Supplies,5,15
Alabama,Copiers,4,16
Arizona,Paper,348,1
Arizona,Binders,330,2
Arizona,Furnishings,328,3
Arizona,Phones,273,4
Arizona,Art,267,5
Arizona,Accessories,223,6
Arizona,Storage,181,7
Arizona,Appliances,159,8
Arizona,Labels,141,9
Arizona,Chairs,136,10
Arizona,Tables,82,11
Arizona,Envelopes,82,11
Arizona,Bookcases,78,13
Arizona,Machines,69,14
Arizona,Fasteners,43,15
Arizona,Supplies,41,16
Arizona,Copiers,13,17
Arkansas,Art,50,1
Arkansas,Furnishings,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,30,6
Arkansas,Accessories,21,7
Arkansas,Fasteners,20,8
Arkansas,Appliances,18,9
Arkansas,Tables,18,9
Arkansas,Labels,18,9
Arkansas,Chairs,15,12
Arkansas,Supplies,7,13
Arkansas,Machines,6,14
Arkansas,Envelopes,4,15
Arkansas,Bookcases,2,16
California,Paper,2807,1
California,Binders,2174,2
California,Phones,2025,3
California,Furnishings,1898,4
California,Art,1828,5
California,Accessories,1645,6
California,Storage,1372,7
California,Appliances,1147,8
California,Chairs,956,9
California,Labels,750,10
California,Machines,740,11
California,Envelopes,656,12
California,Tables,610,13
California,Bookcases,568,14
California,Fasteners,469,15
California,Supplies,458,16
California,Copiers,133,17
Colorado,Paper,333,1
Colorado,Binders,331,2
Colorado,Phones,252,3
Colorado,Art,236,4
Colorado,Furnishings,220,5
Colorado,Storage,182,6
Colorado,Accessories,148,7
Colorado,Appliances,126,8
Colorado,Chairs,104,9
Colorado,Machines,102,10
Colorado,Envelopes,100,11
Colorado,Bookcases,92,12
Colorado,Tables,86,13
Colorado,Labels,73,14
Colorado,Fasteners,55,15
Colorado,Supplies,48,16
Colorado,Copiers,10,17
Connecticut,Phones,95,1
Connecticut,Paper,92,2
Connecticut,Art,81,3
Connecticut,Accessories,72,4
Connecticut,Binders,72,4
Connecticut,Furnishings,63,6
Connecticut,Storage,51,7
Connecticut,Appliances,46,8
Connecticut,Chairs,34,9
Connecticut,Labels,33,10
Connecticut,Fasteners,31,11
Connecticut,Machines,30,12
Connecticut,Bookcases,24,13
Connecticut,Supplies,17,14
Connecticut,Tables,17,14
Connecticut,Envelopes,7,16
Connecticut,Copiers,7,16
Delaware,Storage,117,1
Delaware,Paper,112,2
Delaware,Furnishings,84,3
Delaware,Accessories,78,4
Delaware,Phones,70,5
Delaware,Appliances,58,6
Delaware,Art,53,7
Delaware,Chairs,48,8
Delaware,Binders,43,9
Delaware,Machines,39,10
Delaware,Supplies,22,11
Delaware,Envelopes,22,11
Delaware,Tables,20,13
Delaware,Bookcases,17,14
Delaware,Labels,16,15
Delaware,Fasteners,12,16
District of Columbia,Paper,35,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Fasteners,7,4
District of Columbia,Art,7,4
District of Columbia,Furnishings,7,4
District of Columbia,Phones,5,7
District of Columbia,Chairs,3,8
District of Columbia,Envelopes,3,8
District of Columbia,Appliances,2,10
Florida,Paper,535,1
Florida,Binders,484,2
Florida,Furnishings,388,3
Florida,Art,374,4
Florida,Accessories,373,5
Florida,Phones,367,6
Florida,Storage,243,7
Florida,Chairs,203,8
Florida,Appliances,198,9
Florida,Tables,156,10
Florida,Labels,156,10
Florida,Machines,144,12
Florida,Envelopes,111,13
Florida,Fasteners,100,14
Florida,Supplies,88,15
Florida,Bookcases,79,16
Florida,Copiers,14,17
Georgia,Paper,184,1
Georgia,Phones,172,2
Georgia,Binders,171,3
Georgia,Furnishings,126,4
Georgia,Art,115,5
Georgia,Chairs,78,6
Georgia,Storage,70,7
Georgia,Accessories,70,7
Georgia,Appliances,65,9
Georgia,Tables,63,10
Georgia,Machines,48,11
Georgia,Labels,46,12
Georgia,Bookcases,37,13
Georgia,Envelopes,21,14
Georgia,Supplies,19,15
Georgia,Fasteners,10,16
Georgia,Copiers,5,17
Illinois,Paper,701,1
Illinois,Binders,522,2
Illinois,Furnishings,492,3
Illinois,Phones,448,4
Illinois,Accessories,366,5
Illinois,Art,317,6
Illinois,Storage,272,7
Illinois,Chairs,250,8
Illinois,Appliances,227,9
Illinois,Machines,193,10
Illinois,Labels,160,11
Illinois,Bookcases,143,12
Illinois,Envelopes,126,13
Illinois,Supplies,107,14
Illinois,Tables,106,15
Illinois,Fasteners,99,16
Illinois,Copiers,20,17
Indiana,Paper,168,1
Indiana,Phones,158,2
Indiana,Binders,128,3
Indiana,Accessories,125,4
Indiana,Art,77,5
Indiana,Furnishings,75,6
Indiana,Storage,68,7
Indiana,Appliances,57,8
Indiana,Labels,54,9
Indiana,Chairs,50,10
Indiana,Envelopes,31,11
Indiana,Supplies,24,12
Indiana,Machines,23,13
Indiana,Fasteners,19,14
Indiana,Bookcases,18,15
Indiana,Tables,17,16
Indiana,Copiers,5,17
Iowa,Storage,30,1
Iowa,Phones,25,2
Iowa,Chairs,25,2
Iowa,Binders,21,4
Iowa,Accessories,16,5
Iowa,Paper,14,6
Iowa,Appliances,12,7
Iowa,Furnishings,11,8
Iowa,Envelopes,7,9
Iowa,Art,6,10
Iowa,Fasteners,4,11
Iowa,Labels,3,12
Iowa,Supplies,2,13
Iowa,Tables,1,14
Kansas,Paper,70,1
Kansas,Art,56,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Fasteners,23,5
Kansas,Accessories,20,6
Kansas,Binders,18,7
Kansas,Furnishings,15,8
Kansas,Labels,14,9
Kansas,Tables,10,10
Kansas,Storage,9,11
Kansas,Appliances,9,11
Kansas,Supplies,9,11
Kansas,Bookcases,8,14
Kansas,Machines,8,14
Kansas,Copiers,2,16
Kentucky,Paper,348,1
Kentucky,Phones,239,2
Kentucky,Binders,226,3
Kentucky,Art,191,4
Kentucky,Furnishings,174,5
Kentucky,Accessories,172,6
Kentucky,Storage,166,7
Kentucky,Appliances,142,8
Kentucky,Chairs,109,9
Kentucky,Labels,91,10
