segment,month_name,total_sales,total_profit
Corporate,Oct,316747.0,53871.0
Home Office,Jul,181895.0,31647.0
Consumer,Jul,450912.0,79944.0
Corporate,Mar,283690.0,49272.0
Consumer,Nov,434151.0,74967.0
Home Office,Aug,152914.0,26445.0
Consumer,Aug,495976.0,91681.0
Corporate,Aug,263084.0,46647.0
Home Office,Apr,170196.0,30591.0
Consumer,Jun,459002.0,82189.0
Consumer,May,483418.0,85065.0
Home Office,Sep,135925.0,22592.0
Corporate,Jul,246465.0,46239.0
Corporate,Dec,361081.0,63605.0
Corporate,May,300989.0,54208.0
Corporate,Apr,294949.0,51456.0
Home Office,May,170953.0,31255.0
Home Office,Jan,192814.0,35122.0
Home Office,Jun,155783.0,29449.0
Consumer,Sep,493514.0,84312.0
Home Office,Mar,192258.0,31626.0
Consumer,Apr,480304.0,85918.0
Home Office,Nov,190832.0,33310.0
Home Office,Oct,193220.0,33656.0
Consumer,Dec,526855.0,95204.0
Corporate,Nov,325724.0,54964.0
Corporate,Sep,266919.0,46518.0
Corporate,Feb,270814.0,45318.0
Home Office,Feb,157654.0,29032.0
Consumer,Mar,537606.0,95142.0
Consumer,Oct,501835.0,87493.0
Corporate,Jan,340409.0,60465.0
Consumer,Jan,487402.0,90532.0
Corporate,Jun,270463.0,48820.0
Home Office,Dec,179965.0,30155.0
Consumer,Feb,438974.0,78496.0
