state,total_sales,total_customers
Alabama,58503.0,12
Arizona,264776.0,37
Arkansas,53913.0,3
California,1896199.0,266
Colorado,228254.0,34
Connecticut,76010.0,10
Delaware,73135.0,13
District of Columbia,5512.0,1
Florida,393192.0,54
Georgia,112238.0,19
Illinois,419650.0,54
Indiana,119854.0,18
Iowa,10997.0,2
Kansas,34823.0,3
Kentucky,236034.0,28
Louisiana,47016.0,10
Maryland,22696.0,3
Massachusetts,118242.0,16
Michigan,190379.0,24
Minnesota,160707.0,20
Mississippi,60245.0,9
Missouri,53635.0,10
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,156690.0,20
New Mexico,7804.0,3
New York,946203.0,126
North Carolina,258735.0,42
Ohio,467347.0,71
Oklahoma,41914.0,8
Oregon,39721.0,5
Pennsylvania,491158.0,73
Rhode Island,50746.0,6
South Dakota,457.0,1
Tennessee,149272.0,20
Texas,939068.0,114
Utah,44121.0,7
Virginia,208703.0,24
Washington,409413.0,64
Wisconsin,51409.0,11
