state,total_sales,total_customers
Alabama,61165.0,15
Arizona,273824.0,40
Arkansas,53913.0,3
California,1916972.0,286
Colorado,230256.0,36
Connecticut,77251.0,11
Delaware,73135.0,13
District of Columbia,5512.0,1
Florida,394650.0,57
Georgia,113129.0,21
Illinois,423953.0,61
Indiana,123627.0,20
Iowa,12972.0,4
Kansas,34823.0,3
Kentucky,240169.0,32
Louisiana,48149.0,11
Maryland,22696.0,3
Massachusetts,119918.0,19
Michigan,191901.0,26
Minnesota,170669.0,23
Mississippi,60972.0,10
Missouri,54095.0,11
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,160029.0,22
New Mexico,7804.0,3
New York,954821.0,137
North Carolina,259315.0,43
Ohio,480287.0,79
Oklahoma,42395.0,9
Oregon,41863.0,7
Pennsylvania,494987.0,78
Rhode Island,50746.0,6
South Dakota,457.0,1
Tennessee,149695.0,21
Texas,957116.0,126
Utah,44663.0,8
Virginia,210896.0,27
Washington,425474.0,71
Wisconsin,51409.0,11
