segment,month_name,total_sales,total_profit
Corporate,Oct,267888.0,46087.0
Home Office,Jul,144701.0,25427.0
Consumer,Jul,356482.0,64473.0
Corporate,Mar,230209.0,39032.0
Consumer,Nov,338581.0,58341.0
Home Office,Aug,128913.0,22236.0
Consumer,Aug,392516.0,72095.0
Corporate,Aug,215064.0,37391.0
Home Office,Apr,136889.0,24188.0
Consumer,Jun,357294.0,64734.0
Consumer,May,392917.0,69880.0
Home Office,Sep,107513.0,17521.0
Corporate,Jul,201763.0,36937.0
Corporate,Dec,274148.0,48756.0
Corporate,May,254005.0,45214.0
Corporate,Apr,245200.0,42326.0
Home Office,May,138910.0,25615.0
Home Office,Jan,159355.0,29379.0
Home Office,Jun,113791.0,21578.0
Consumer,Sep,390337.0,66085.0
Home Office,Mar,158379.0,25192.0
Consumer,Apr,367356.0,65452.0
Home Office,Nov,160730.0,28143.0
Home Office,Oct,165662.0,29112.0
Consumer,Dec,431785.0,78912.0
Corporate,Nov,264141.0,43954.0
Corporate,Sep,217719.0,38855.0
Corporate,Feb,230390.0,38401.0
Home Office,Feb,134961.0,24656.0
Consumer,Mar,413461.0,73717.0
Consumer,Oct,425196.0,74479.0
Corporate,Jan,283610.0,49311.0
Consumer,Jan,365351.0,67495.0
Corporate,Jun,226293.0,41071.0
Home Office,Dec,143575.0,23404.0
Consumer,Feb,347113.0,63671.0
