category,month,total_sales,total_profit
Furniture,Sep,191066.0,32219.0
Furniture,Oct,175140.0,32123.0
Furniture,Mar,207178.0,37755.0
Office Supplies,Feb,468439.0,83800.0
Technology,Jul,175061.0,30836.0
Office Supplies,Dec,556843.0,98409.0
Furniture,Aug,169873.0,30298.0
Office Supplies,Jul,440593.0,79856.0
Office Supplies,Jun,421610.0,76433.0
Technology,Sep,140086.0,25006.0
Technology,Dec,188846.0,33212.0
Technology,Jun,205538.0,38263.0
Office Supplies,Jan,500403.0,89178.0
Technology,Aug,165559.0,28679.0
Technology,Oct,212793.0,35347.0
Technology,Jan,199612.0,37748.0
Office Supplies,Mar,509609.0,85740.0
Office Supplies,Aug,470716.0,86793.0
Office Supplies,Sep,452736.0,76628.0
Office Supplies,Oct,518947.0,90354.0
Furniture,Nov,166748.0,28150.0
Office Supplies,Nov,451068.0,76775.0
Technology,May,179276.0,30087.0
Furniture,Feb,134753.0,25534.0
Office Supplies,Apr,436574.0,77211.0
Furniture,Jan,162613.0,28818.0
Furniture,Jun,141493.0,25824.0
Technology,Nov,201418.0,35035.0
Technology,Mar,153759.0,27173.0
Technology,Feb,159977.0,26210.0
Furniture,Apr,188685.0,34305.0
Technology,Apr,184262.0,31829.0
Furniture,Dec,175375.0,31257.0
Office Supplies,May,495204.0,88984.0
Furniture,Jul,143460.0,26210.0
Furniture,May,168919.0,32220.0
