region,month_name,total_sales
South,Mar,185133.0
South,Jan,155020.0
East,Apr,243468.0
East,Nov,250834.0
Central,May,223812.0
East,Mar,236773.0
Central,Oct,195907.0
South,Nov,145141.0
Central,Apr,212779.0
South,Jul,124025.0
Central,Mar,238524.0
East,Jan,249706.0
West,Apr,238668.0
East,Sep,220710.0
South,Sep,161265.0
West,Aug,224984.0
Central,Nov,193655.0
South,Feb,175679.0
West,Mar,262431.0
South,Dec,176238.0
East,Feb,234996.0
West,Dec,299163.0
West,Sep,244648.0
Central,Sep,183623.0
South,Aug,166082.0
East,Jun,210940.0
West,Jan,290033.0
South,Apr,143040.0
Central,Dec,221413.0
West,Oct,278917.0
Central,Jun,200205.0
Central,Aug,185325.0
East,Oct,281936.0
West,Jun,240958.0
West,Jul,242853.0
West,Nov,255289.0
East,Dec,263451.0
South,Jun,151582.0
East,Jul,217962.0
East,May,238957.0
South,Oct,172558.0
Central,Jul,196312.0
Central,Jan,196596.0
East,Aug,257258.0
Central,Feb,199597.0
South,May,170107.0
West,May,238024.0
West,Feb,185924.0
