state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,111,1
Alabama,Paper,102,2
Alabama,Furnishings,65,3
Alabama,Accessories,59,4
Alabama,Chairs,50,5
Alabama,Storage,50,5
Alabama,Art,46,7
Alabama,Tables,40,8
Alabama,Phones,34,9
Alabama,Labels,32,10
Alabama,Envelopes,31,11
Alabama,Appliances,26,12
Alabama,Bookcases,12,13
Alabama,Fasteners,11,14
Alabama,Supplies,10,15
Alabama,Copiers,4,16
Arizona,Binders,374,1
Arizona,Paper,372,2
Arizona,Furnishings,351,3
Arizona,Phones,284,4
Arizona,Art,280,5
Arizona,Accessories,259,6
Arizona,Storage,187,7
Arizona,Appliances,171,8
Arizona,Chairs,154,9
Arizona,Labels,143,10
Arizona,Tables,87,11
Arizona,Envelopes,84,12
Arizona,Bookcases,79,13
Arizona,Machines,69,14
Arizona,Fasteners,45,15
Arizona,Supplies,41,16
Arizona,Copiers,13,17
Arkansas,Art,50,1
Arkansas,Furnishings,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,30,6
Arkansas,Accessories,21,7
Arkansas,Fasteners,20,8
Arkansas,Tables,18,9
Arkansas,Labels,18,9
Arkansas,Appliances,18,9
Arkansas,Chairs,15,12
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,3070,1
California,Binders,2304,2
California,Phones,2191,3
California,Furnishings,2025,4
California,Art,1958,5
California,Accessories,1761,6
California,Storage,1507,7
California,Appliances,1222,8
California,Chairs,1024,9
California,Labels,821,10
California,Machines,787,11
California,Envelopes,734,12
California,Tables,654,13
California,Bookcases,594,14
California,Fasteners,502,15
California,Supplies,465,16
California,Copiers,148,17
Colorado,Paper,369,1
Colorado,Binders,362,2
Colorado,Phones,276,3
Colorado,Art,264,4
Colorado,Furnishings,246,5
Colorado,Storage,213,6
Colorado,Accessories,170,7
Colorado,Appliances,135,8
Colorado,Chairs,117,9
Colorado,Envelopes,113,10
Colorado,Machines,107,11
Colorado,Bookcases,98,12
Colorado,Tables,95,13
Colorado,Labels,92,14
Colorado,Fasteners,65,15
Colorado,Supplies,54,16
Colorado,Copiers,12,17
Connecticut,Phones,116,1
Connecticut,Paper,97,2
Connecticut,Art,83,3
Connecticut,Accessories,77,4
Connecticut,Binders,74,5
Connecticut,Furnishings,63,6
Connecticut,Appliances,56,7
Connecticut,Storage,51,8
Connecticut,Chairs,34,9
Connecticut,Labels,33,10
Connecticut,Fasteners,31,11
Connecticut,Machines,30,12
Connecticut,Bookcases,24,13
Connecticut,Supplies,17,14
Connecticut,Tables,17,14
Connecticut,Envelopes,7,16
Connecticut,Copiers,7,16
Delaware,Paper,120,1
Delaware,Storage,117,2
Delaware,Furnishings,88,3
Delaware,Accessories,86,4
Delaware,Phones,73,5
Delaware,Appliances,58,6
Delaware,Art,53,7
Delaware,Chairs,51,8
Delaware,Binders,43,9
Delaware,Machines,40,10
Delaware,Envelopes,22,11
Delaware,Supplies,22,11
Delaware,Tables,22,11
Delaware,Labels,20,14
Delaware,Bookcases,17,15
Delaware,Fasteners,12,16
Delaware,Copiers,4,17
District of Columbia,Paper,37,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Phones,9,4
District of Columbia,Furnishings,9,4
District of Columbia,Fasteners,7,6
District of Columbia,Tables,7,6
District of Columbia,Art,7,6
District of Columbia,Chairs,3,9
District of Columbia,Envelopes,3,9
District of Columbia,Appliances,2,11
Florida,Paper,574,1
Florida,Binders,527,2
Florida,Furnishings,415,3
Florida,Art,392,4
Florida,Phones,374,5
Florida,Accessories,374,5
Florida,Storage,254,7
Florida,Appliances,213,8
Florida,Chairs,211,9
Florida,Labels,184,10
Florida,Tables,166,11
Florida,Machines,159,12
Florida,Envelopes,127,13
Florida,Fasteners,106,14
Florida,Bookcases,94,15
Florida,Supplies,90,16
Florida,Copiers,14,17
Georgia,Paper,227,1
Georgia,Phones,195,2
Georgia,Binders,193,3
