region,month_name,total_sales
South,Mar,198492.0
South,Jan,176182.0
East,Apr,280675.0
East,Nov,285578.0
Central,May,241759.0
East,Mar,261061.0
Central,Oct,212754.0
South,Nov,156542.0
Central,Apr,235458.0
South,Jul,131875.0
Central,Mar,260607.0
East,Jan,278867.0
West,Apr,270330.0
East,Sep,242050.0
South,Sep,171131.0
West,Aug,259202.0
Central,Nov,230864.0
South,Feb,185195.0
West,Mar,290255.0
South,Dec,199927.0
East,Feb,255244.0
West,Dec,338621.0
West,Sep,266513.0
Central,Sep,213935.0
South,Aug,179421.0
East,Jun,226091.0
West,Jan,328929.0
South,Apr,156753.0
Central,Dec,237415.0
West,Oct,304515.0
Central,Jun,217440.0
Central,Aug,198231.0
East,Oct,312225.0
West,Jun,273004.0
West,Jul,278805.0
West,Nov,274406.0
East,Dec,290793.0
South,Jun,168078.0
East,Jul,253082.0
East,May,255420.0
South,Oct,180781.0
Central,Jul,214066.0
Central,Jan,233956.0
East,Aug,274661.0
Central,Feb,215880.0
South,May,180626.0
West,May,275184.0
West,Feb,209460.0
