category,month,total_sales,total_profit
Furniture,Sep,305071.0,52824.0
Furniture,Oct,275865.0,50474.0
Furniture,Mar,338022.0,58700.0
Office Supplies,Feb,805198.0,141809.0
Technology,Jul,314957.0,56307.0
Office Supplies,Dec,967984.0,170571.0
Furniture,Aug,291075.0,52197.0
Office Supplies,Jul,838363.0,146985.0
Office Supplies,Jun,791668.0,141594.0
Technology,Sep,253484.0,44011.0
Technology,Dec,329998.0,58056.0
Technology,Jun,345632.0,62920.0
Office Supplies,Jan,919116.0,165541.0
Technology,Aug,335091.0,57852.0
Technology,Oct,370738.0,62073.0
Technology,Jan,339520.0,63112.0
Office Supplies,Mar,877889.0,147673.0
Office Supplies,Aug,775928.0,141158.0
Office Supplies,Sep,833670.0,145555.0
Office Supplies,Oct,894100.0,156056.0
Furniture,Nov,292448.0,50175.0
Office Supplies,Nov,816356.0,140975.0
Technology,May,321567.0,54855.0
Furniture,Feb,240333.0,43721.0
Office Supplies,Apr,804248.0,142381.0
Furniture,Jan,286484.0,51276.0
Furniture,Jun,292239.0,49850.0
Technology,Nov,350401.0,63129.0
Technology,Mar,298903.0,52618.0
Technology,Feb,301473.0,51544.0
Furniture,Apr,332881.0,58801.0
Technology,Apr,327534.0,57204.0
Furniture,Dec,319301.0,57681.0
Office Supplies,May,879196.0,156582.0
Furniture,Jul,271310.0,47461.0
Furniture,May,315297.0,57976.0
