state,total_sales,total_customers
Alabama,75055.0,30
Arizona,313020.0,92
Arkansas,65893.0,8
California,2389275.0,688
Colorado,274642.0,93
Connecticut,106441.0,34
Delaware,87757.0,23
District of Columbia,6006.0,2
Florida,455211.0,114
Georgia,148992.0,58
Illinois,561701.0,165
Indiana,146979.0,48
Iowa,17851.0,10
Kansas,34823.0,3
Kentucky,284480.0,68
Louisiana,58326.0,21
Maryland,29756.0,10
Massachusetts,141327.0,45
Michigan,223464.0,64
Minnesota,194898.0,51
Mississippi,77267.0,22
Missouri,77488.0,28
Nebraska,3838.0,4
Nevada,20370.0,5
New Hampshire,27076.0,8
New Jersey,178989.0,47
New Mexico,23855.0,16
New York,1173189.0,347
North Carolina,362267.0,127
Ohio,559489.0,163
Oklahoma,45579.0,13
Oregon,45087.0,11
Pennsylvania,596013.0,182
Rhode Island,61091.0,17
South Dakota,1610.0,2
Tennessee,171073.0,49
Texas,1159835.0,311
Utah,56845.0,18
Virginia,242738.0,59
Washington,534590.0,160
Wisconsin,85585.0,39
