region,month_name,total_sales
South,Mar,170467.0
South,Jan,150637.0
East,Apr,239511.0
East,Nov,244927.0
Central,May,216325.0
East,Mar,228804.0
Central,Oct,192508.0
South,Nov,142120.0
Central,Apr,201315.0
South,Jul,121082.0
Central,Mar,225357.0
East,Jan,244562.0
West,Apr,235062.0
East,Sep,214933.0
South,Sep,157497.0
West,Aug,218682.0
Central,Nov,190351.0
South,Feb,165906.0
West,Mar,257279.0
South,Dec,169406.0
East,Feb,227546.0
West,Dec,292616.0
West,Sep,238824.0
Central,Sep,181570.0
South,Aug,162127.0
East,Jun,206426.0
West,Jan,281416.0
South,Apr,140490.0
Central,Dec,207931.0
West,Oct,275525.0
Central,Jun,183616.0
Central,Aug,179921.0
East,Oct,277156.0
West,Jun,232955.0
West,Jul,238330.0
West,Nov,249803.0
East,Dec,256229.0
South,Jun,149113.0
East,Jul,213501.0
East,May,232864.0
South,Oct,170263.0
Central,Jul,191300.0
Central,Jan,190416.0
East,Aug,249134.0
Central,Feb,194889.0
South,May,167058.0
West,May,232042.0
West,Feb,183333.0
