category,month,total_sales,total_profit
Furniture,Sep,308923.0,53594.0
Furniture,Oct,278061.0,50792.0
Furniture,Mar,341718.0,59307.0
Office Supplies,Feb,812658.0,143441.0
Technology,Jul,316754.0,56582.0
Office Supplies,Dec,977524.0,172055.0
Furniture,Aug,296169.0,53238.0
Office Supplies,Jul,846577.0,148300.0
Office Supplies,Jun,799448.0,142725.0
Technology,Sep,255936.0,44432.0
Technology,Dec,332472.0,58568.0
Technology,Jun,347311.0,63224.0
Office Supplies,Jan,923395.0,166499.0
Technology,Aug,336653.0,58072.0
Technology,Oct,374054.0,62644.0
Technology,Jan,341620.0,63542.0
Office Supplies,Mar,883173.0,148572.0
Office Supplies,Aug,787028.0,143185.0
Office Supplies,Sep,844338.0,147539.0
Office Supplies,Oct,901152.0,157064.0
Furniture,Nov,294496.0,50547.0
Office Supplies,Nov,824113.0,142096.0
Technology,May,324298.0,55440.0
Furniture,Feb,243712.0,44378.0
Office Supplies,Apr,810699.0,143498.0
Furniture,Jan,288332.0,51589.0
Furniture,Jun,293132.0,50060.0
Technology,Nov,354870.0,63674.0
Technology,Mar,303980.0,53248.0
Technology,Feb,303007.0,51734.0
Furniture,Apr,334425.0,59058.0
Technology,Apr,330130.0,57577.0
Furniture,Dec,321599.0,58038.0
Office Supplies,May,885875.0,157682.0
Furniture,Jul,275255.0,48180.0
Furniture,May,318578.0,58502.0
