state,sub_category,quantity_sold,sub_category_rank
Alabama,Binders,107,1
Alabama,Paper,99,2
Alabama,Furnishings,62,3
Alabama,Storage,50,4
Alabama,Chairs,50,4
Alabama,Accessories,45,6
Alabama,Art,39,7
Alabama,Labels,32,8
Alabama,Phones,32,8
Alabama,Envelopes,31,10
Alabama,Tables,29,11
Alabama,Appliances,21,12
Alabama,Bookcases,12,13
Alabama,Fasteners,11,14
Alabama,Supplies,5,15
Alabama,Copiers,4,16
Arizona,Binders,366,1
Arizona,Paper,356,2
Arizona,Furnishings,344,3
Arizona,Phones,281,4
Arizona,Art,270,5
Arizona,Accessories,227,6
Arizona,Storage,187,7
Arizona,Appliances,159,8
Arizona,Labels,143,9
Arizona,Chairs,136,10
Arizona,Tables,87,11
Arizona,Envelopes,82,12
Arizona,Bookcases,78,13
Arizona,Machines,69,14
Arizona,Fasteners,43,15
Arizona,Supplies,41,16
Arizona,Copiers,13,17
Arkansas,Furnishings,50,1
Arkansas,Art,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,30,6
Arkansas,Accessories,21,7
Arkansas,Fasteners,20,8
Arkansas,Labels,18,9
Arkansas,Tables,18,9
Arkansas,Appliances,18,9
Arkansas,Chairs,15,12
Arkansas,Machines,8,13
Arkansas,Supplies,7,14
Arkansas,Bookcases,5,15
Arkansas,Envelopes,4,16
California,Paper,2945,1
California,Binders,2268,2
California,Phones,2099,3
California,Furnishings,1967,4
California,Art,1892,5
California,Accessories,1733,6
California,Storage,1431,7
California,Appliances,1188,8
California,Chairs,1000,9
California,Labels,783,10
California,Machines,766,11
California,Envelopes,692,12
California,Tables,645,13
California,Bookcases,576,14
California,Fasteners,489,15
California,Supplies,462,16
California,Copiers,139,17
Colorado,Paper,365,1
Colorado,Binders,350,2
Colorado,Phones,272,3
Colorado,Art,253,4
Colorado,Furnishings,232,5
Colorado,Storage,198,6
Colorado,Accessories,165,7
Colorado,Appliances,128,8
Colorado,Chairs,109,9
Colorado,Machines,107,10
Colorado,Envelopes,105,11
Colorado,Bookcases,98,12
Colorado,Tables,92,13
Colorado,Labels,83,14
Colorado,Fasteners,64,15
Colorado,Supplies,48,16
Colorado,Copiers,10,17
Connecticut,Phones,105,1
Connecticut,Paper,92,2
Connecticut,Art,83,3
Connecticut,Accessories,77,4
Connecticut,Binders,74,5
Connecticut,Furnishings,63,6
Connecticut,Storage,51,7
Connecticut,Appliances,46,8
Connecticut,Chairs,34,9
Connecticut,Labels,33,10
Connecticut,Fasteners,31,11
Connecticut,Machines,30,12
Connecticut,Bookcases,24,13
Connecticut,Supplies,17,14
Connecticut,Tables,17,14
Connecticut,Envelopes,7,16
Connecticut,Copiers,7,16
Delaware,Storage,117,1
Delaware,Paper,115,2
Delaware,Furnishings,84,3
Delaware,Accessories,78,4
Delaware,Phones,70,5
Delaware,Appliances,58,6
Delaware,Art,53,7
Delaware,Chairs,51,8
Delaware,Binders,43,9
Delaware,Machines,39,10
Delaware,Envelopes,22,11
Delaware,Supplies,22,11
Delaware,Tables,20,13
Delaware,Bookcases,17,14
Delaware,Labels,16,15
Delaware,Fasteners,12,16
Delaware,Copiers,4,17
District of Columbia,Paper,35,1
District of Columbia,Binders,15,2
District of Columbia,Labels,10,3
District of Columbia,Fasteners,7,4
District of Columbia,Art,7,4
District of Columbia,Furnishings,7,4
District of Columbia,Phones,5,7
District of Columbia,Envelopes,3,8
District of Columbia,Chairs,3,8
District of Columbia,Appliances,2,10
Florida,Paper,547,1
Florida,Binders,484,2
Florida,Furnishings,409,3
Florida,Art,380,4
Florida,Accessories,374,5
Florida,Phones,369,6
Florida,Storage,246,7
Florida,Chairs,203,8
Florida,Appliances,201,9
Florida,Labels,178,10
Florida,Tables,156,11
Florida,Machines,146,12
Florida,Envelopes,120,13
Florida,Fasteners,102,14
Florida,Supplies,90,15
Florida,Bookcases,87,16
Florida,Copiers,14,17
Georgia,Paper,213,1
Georgia,Binders,179,2
Georgia,Phones,178,3
Georgia,Furnishings,140,4
Georgia,Art,121,5
Georgia,Chairs,91,6
Georgia,Storage,84,7
Georgia,Accessories,75,8
Georgia,Appliances,66,9
Georgia,Tables,63,10
Georgia,Machines,50,11
Georgia,Labels,49,12
Georgia,Bookcases,37,13
Georgia,Envelopes,21,14
Georgia,Supplies,19,15
Georgia,Fasteners,13,16
Georgia,Copiers,5,17
Illinois,Paper,717,1
Illinois,Binders,539,2
Illinois,Furnishings,510,3
Illinois,Phones,475,4
Illinois,Accessories,383,5
Illinois,Art,339,6
Illinois,Storage,279,7
Illinois,Chairs,259,8
Illinois,Appliances,242,9
Illinois,Machines,195,10
Illinois,Labels,173,11
Illinois,Bookcases,150,12
Illinois,Envelopes,130,13
Illinois,Tables,124,14
Illinois,Supplies,114,15
Illinois,Fasteners,99,16
Illinois,Copiers,20,17
Indiana,Paper,168,1
Indiana,Phones,158,2
Indiana,Binders,144,3
Indiana,Accessories,133,4
Indiana,Art,82,5
Indiana,Furnishings,81,6
Indiana,Storage,68,7
Indiana,Appliances,57,8
Indiana,Labels,54,9
Indiana,Chairs,52,10
Indiana,Envelopes,37,11
Indiana,Supplies,24,12
Indiana,Machines,23,13
Indiana,Tables,22,14
Indiana,Fasteners,19,15
Indiana,Bookcases,18,16
Indiana,Copiers,5,17
Iowa,Storage,33,1
Iowa,Phones,28,2
Iowa,Binders,27,3
Iowa,Paper,27,3
Iowa,Chairs,25,5
Iowa,Accessories,16,6
Iowa,Furnishings,14,7
Iowa,Appliances,12,8
Iowa,Envelopes,7,9
Iowa,Art,6,10
Iowa,Fasteners,4,11
Iowa,Labels,3,12
Iowa,Supplies,2,13
Iowa,Tables,1,14
Kansas,Paper,70,1
Kansas,Art,56,2
Kansas,Chairs,44,3
Kansas,Phones,34,4
Kansas,Fasteners,23,5
Kansas,Accessories,20,6
Kansas,Binders,18,7
Kansas,Furnishings,15,8
Kansas,Labels,14,9
Kansas,Tables,10,10
Kansas,Supplies,9,11
Kansas,Appliances,9,11
Kansas,Storage,9,11
Kansas,Bookcases,8,14
Kansas,Machines,8,14
Kansas,Copiers,2,16
Kentucky,Paper,363,1
Kentucky,Phones,240,2
Kentucky,Binders,235,3
Kentucky,Art,207,4
Kentucky,Accessories,178,5
Kentucky,Furnishings,174,6
Kentucky,Storage,166,7
Kentucky,Appliances,142,8
Kentucky,Chairs,116,9
Kentucky,Labels,91,10
Kentucky,Fasteners,83,11
Kentucky,Envelopes,66,12
Kentucky,Bookcases,62,13
Kentucky,Machines,59,14
Kentucky,Tables,41,15
Kentucky,Supplies,37,16
Kentucky,Copiers,15,17
Louisiana,Art,101,1
Louisiana,Binders,81,2
Louisiana,Paper,69,3
Louisiana,Phones,42,4
Louisiana,Chairs,40,5
Louisiana,Storage,38,6
Louisiana,Appliances,35,7
Louisiana,Accessories,32,8
Louisiana,Fasteners,27,9
Louisiana,Furnishings,22,10
Louisiana,Machines,21,11
Louisiana,Bookcases,18,12
Louisiana,Labels,18,12
Louisiana,Envelopes,13,14
Louisiana,Tables,9,15
