state,sub_category,quantity_sold,sub_category_rank
Alabama,Paper,88,1
Alabama,Binders,78,2
Alabama,Furnishings,55,3
Alabama,Chairs,39,4
Alabama,Accessories,36,5
Alabama,Art,32,6
Alabama,Storage,32,6
Alabama,Tables,23,8
Alabama,Envelopes,23,8
Alabama,Phones,18,10
Alabama,Appliances,15,11
Alabama,Labels,14,12
Alabama,Bookcases,12,13
Alabama,Fasteners,9,14
Alabama,Supplies,5,15
Alabama,Copiers,4,16
Arizona,Paper,306,1
Arizona,Binders,305,2
Arizona,Furnishings,277,3
Arizona,Phones,242,4
Arizona,Art,230,5
Arizona,Accessories,178,6
Arizona,Storage,174,7
Arizona,Appliances,140,8
Arizona,Labels,136,9
Arizona,Chairs,132,10
Arizona,Envelopes,79,11
Arizona,Bookcases,73,12
Arizona,Tables,67,13
Arizona,Machines,67,13
Arizona,Fasteners,41,15
Arizona,Supplies,37,16
Arizona,Copiers,11,17
Arkansas,Art,50,1
Arkansas,Furnishings,50,1
Arkansas,Phones,48,3
Arkansas,Paper,39,4
Arkansas,Binders,35,5
Arkansas,Storage,27,6
Arkansas,Labels,18,7
Arkansas,Fasteners,18,7
Arkansas,Appliances,16,9
Arkansas,Chairs,13,10
Arkansas,Accessories,13,10
Arkansas,Tables,12,12
Arkansas,Machines,6,13
Arkansas,Envelopes,4,14
California,Paper,2386,1
California,Binders,1884,2
California,Phones,1694,3
California,Furnishings,1618,4
California,Art,1566,5
California,Accessories,1438,6
California,Storage,1164,7
California,Appliances,980,8
California,Chairs,833,9
California,Labels,666,10
California,Machines,636,11
California,Envelopes,556,12
California,Tables,538,13
California,Bookcases,492,14
California,Supplies,405,15
California,Fasteners,363,16
California,Copiers,120,17
Colorado,Binders,302,1
Colorado,Paper,296,2
Colorado,Phones,216,3
Colorado,Furnishings,194,4
Colorado,Art,182,5
Colorado,Storage,163,6
Colorado,Accessories,144,7
Colorado,Appliances,103,8
Colorado,Machines,99,9
Colorado,Chairs,95,10
