category,month,total_sales,total_profit
Furniture,Sep,318262.0,56043.0
Furniture,Oct,278620.0,50880.0
Furniture,Mar,343335.0,59627.0
Office Supplies,Feb,814889.0,143903.0
Technology,Jul,317339.0,56682.0
Office Supplies,Dec,982499.0,172765.0
Furniture,Aug,297328.0,53381.0
Office Supplies,Jul,852439.0,149515.0
Office Supplies,Jun,805912.0,143761.0
Technology,Sep,256746.0,44636.0
Technology,Dec,334633.0,58974.0
Technology,Jun,349670.0,63663.0
Office Supplies,Jan,927061.0,167270.0
Technology,Aug,338075.0,58338.0
Technology,Oct,375835.0,62962.0
Technology,Jan,342547.0,63666.0
Office Supplies,Mar,887294.0,149451.0
Office Supplies,Aug,791154.0,144088.0
Office Supplies,Sep,849697.0,148325.0
Office Supplies,Oct,906477.0,157901.0
Furniture,Nov,295771.0,50734.0
Office Supplies,Nov,830217.0,143297.0
Technology,May,327701.0,55993.0
Furniture,Feb,245205.0,44725.0
Office Supplies,Apr,814908.0,144258.0
Furniture,Jan,290096.0,52012.0
Furniture,Jun,304703.0,51441.0
Technology,Nov,356304.0,64048.0
Technology,Mar,304700.0,53376.0
Technology,Feb,305059.0,52080.0
Furniture,Apr,337028.0,59682.0
Technology,Apr,331145.0,57773.0
Furniture,Dec,321690.0,58053.0
Office Supplies,May,893846.0,159324.0
Furniture,Jul,277024.0,48571.0
Furniture,May,321233.0,58919.0
