region,month_name,total_sales
South,Mar,188924.0
South,Jan,159300.0
East,Apr,259982.0
East,Nov,264421.0
Central,May,232858.0
East,Mar,248444.0
Central,Oct,205698.0
South,Nov,153189.0
Central,Apr,223310.0
South,Jul,128867.0
Central,Mar,248835.0
East,Jan,270649.0
West,Apr,257688.0
East,Sep,229255.0
South,Sep,167015.0
West,Aug,244952.0
Central,Nov,215727.0
South,Feb,181322.0
West,Mar,283337.0
South,Dec,193311.0
East,Feb,244701.0
West,Dec,316218.0
West,Sep,255173.0
Central,Sep,206154.0
South,Aug,171353.0
East,Jun,219847.0
West,Jan,311492.0
South,Apr,148971.0
Central,Dec,229687.0
West,Oct,293241.0
Central,Jun,209835.0
Central,Aug,192896.0
East,Oct,293026.0
West,Jun,254073.0
West,Jul,259016.0
West,Nov,262440.0
East,Dec,274542.0
South,Jun,159924.0
East,Jul,242610.0
East,May,244242.0
South,Oct,177557.0
Central,Jul,206304.0
Central,Jan,222124.0
East,Aug,264908.0
Central,Feb,209196.0
South,May,175989.0
West,May,263639.0
West,Feb,196119.0
