region,month_name,total_sales
South,Mar,163335.0
South,Jan,144571.0
East,Apr,219895.0
East,Nov,232056.0
Central,May,202361.0
East,Mar,211990.0
Central,Oct,180408.0
South,Nov,136999.0
Central,Apr,186823.0
South,Jul,116492.0
Central,Mar,217373.0
East,Jan,234909.0
West,Apr,227907.0
East,Sep,203318.0
South,Sep,147483.0
West,Aug,209050.0
Central,Nov,176794.0
South,Feb,161367.0
West,Mar,234862.0
South,Dec,154900.0
East,Feb,214236.0
West,Dec,273429.0
West,Sep,219230.0
Central,Sep,166499.0
South,Aug,145414.0
East,Jun,198023.0
West,Jan,260701.0
South,Apr,134773.0
Central,Dec,187547.0
West,Oct,259421.0
Central,Jun,168768.0
Central,Aug,169058.0
East,Oct,265791.0
West,Jun,217530.0
West,Jul,222120.0
West,Nov,229294.0
East,Dec,248012.0
South,Jun,131141.0
East,Jul,205639.0
East,May,220129.0
South,Oct,166582.0
Central,Jul,175717.0
Central,Jan,182120.0
East,Aug,228661.0
Central,Feb,185503.0
South,May,162198.0
West,May,221293.0
West,Feb,168036.0
