category,month,total_sales,total_profit
Furniture,Sep,192272.0,32358.0
Furniture,Oct,176696.0,32329.0
Furniture,Mar,216897.0,39158.0
Office Supplies,Feb,486653.0,86516.0
Technology,Jul,177453.0,31367.0
Office Supplies,Dec,562918.0,99606.0
Furniture,Aug,171426.0,30563.0
Office Supplies,Jul,449115.0,81398.0
Office Supplies,Jun,425785.0,77085.0
Technology,Sep,143558.0,25641.0
Technology,Dec,200009.0,35947.0
Technology,Jun,206702.0,38436.0
Office Supplies,Jan,509502.0,90594.0
Technology,Aug,170112.0,29511.0
Technology,Oct,215652.0,35965.0
Technology,Jan,204187.0,38584.0
Office Supplies,Mar,516577.0,86926.0
Office Supplies,Aug,476258.0,88134.0
Office Supplies,Sep,461890.0,78042.0
Office Supplies,Oct,528838.0,91748.0
Furniture,Nov,170790.0,28900.0
Office Supplies,Nov,459381.0,78143.0
Technology,May,183265.0,30959.0
Furniture,Feb,135885.0,25684.0
Office Supplies,Apr,442896.0,78131.0
Furniture,Jan,164034.0,29029.0
Furniture,Jun,143258.0,26126.0
Technology,Nov,203232.0,35288.0
Technology,Mar,174936.0,31209.0
Technology,Feb,162278.0,26777.0
Furniture,Apr,190457.0,34647.0
Technology,Apr,187196.0,32386.0
Furniture,Dec,178511.0,31855.0
Office Supplies,May,502010.0,90035.0
Furniture,Jul,145254.0,26476.0
Furniture,May,171491.0,32583.0
