region,month_name,total_sales
South,Mar,191398.0
South,Jan,171330.0
East,Apr,274818.0
East,Nov,272093.0
Central,May,239595.0
East,Mar,255862.0
Central,Oct,208932.0
South,Nov,154481.0
Central,Apr,231190.0
South,Jul,130705.0
Central,Mar,255229.0
East,Jan,275810.0
West,Apr,263262.0
East,Sep,232611.0
South,Sep,168116.0
West,Aug,251020.0
Central,Nov,226588.0
South,Feb,183766.0
West,Mar,288023.0
South,Dec,195921.0
East,Feb,248906.0
West,Dec,321679.0
West,Sep,260148.0
Central,Sep,211093.0
South,Aug,176183.0
East,Jun,222722.0
West,Jan,319644.0
South,Apr,151082.0
Central,Dec,232296.0
West,Oct,298610.0
Central,Jun,213148.0
Central,Aug,195373.0
East,Oct,308914.0
West,Jun,257767.0
West,Jul,266837.0
West,Nov,266619.0
East,Dec,285000.0
South,Jun,163388.0
East,Jul,248634.0
East,May,250125.0
South,Oct,178818.0
Central,Jul,209724.0
Central,Jan,229201.0
East,Aug,269486.0
Central,Feb,213337.0
South,May,177197.0
West,May,268837.0
West,Feb,204253.0
