category,month,total_sales,total_profit
Furniture,Sep,204533.0,35459.0
Furniture,Oct,178264.0,32608.0
Furniture,Mar,219471.0,39654.0
Office Supplies,Feb,495173.0,88128.0
Technology,Jul,182656.0,32404.0
Office Supplies,Dec,578941.0,102134.0
Furniture,Aug,177315.0,31432.0
Office Supplies,Jul,467564.0,83379.0
Office Supplies,Jun,439870.0,79596.0
Technology,Sep,147246.0,26325.0
Technology,Dec,202932.0,36399.0
Technology,Jun,210206.0,38930.0
Office Supplies,Jan,540379.0,97645.0
Technology,Aug,175447.0,30315.0
Technology,Oct,217912.0,36305.0
Technology,Jan,207430.0,39121.0
Office Supplies,Mar,526995.0,88852.0
Office Supplies,Aug,484288.0,89481.0
Office Supplies,Sep,471247.0,79588.0
Office Supplies,Oct,537008.0,93267.0
Furniture,Nov,176437.0,29866.0
Office Supplies,Nov,465616.0,79373.0
Technology,May,188319.0,31838.0
Furniture,Feb,140188.0,26500.0
Office Supplies,Apr,449959.0,79677.0
Furniture,Jan,168248.0,29650.0
Furniture,Jun,157505.0,29038.0
Technology,Nov,208856.0,36303.0
Technology,Mar,181465.0,32011.0
Technology,Feb,165352.0,27285.0
Furniture,Apr,201613.0,35946.0
Technology,Apr,189423.0,32738.0
Furniture,Dec,182251.0,32444.0
Office Supplies,May,509092.0,91435.0
Furniture,Jul,146785.0,26776.0
Furniture,May,176285.0,33370.0
