state,total_sales,total_customers
Alabama,118716.0,75
Arizona,473659.0,252
Arkansas,90820.0,24
California,3718441.0,1854
Colorado,480980.0,245
Connecticut,141161.0,79
Delaware,128408.0,64
District of Columbia,18549.0,16
Florida,682361.0,313
Georgia,264569.0,160
Illinois,963944.0,501
Indiana,231353.0,125
Iowa,38719.0,22
Kansas,45164.0,13
Kentucky,369953.0,156
Louisiana,89896.0,45
Maryland,52750.0,28
Massachusetts,241556.0,126
Michigan,332774.0,177
Minnesota,274771.0,135
Mississippi,106672.0,57
Missouri,133146.0,72
Nebraska,20843.0,12
Nevada,39471.0,22
New Hampshire,41116.0,25
New Jersey,291911.0,150
New Mexico,48492.0,33
New York,1844386.0,969
North Carolina,565347.0,332
Ohio,846211.0,444
Oklahoma,70263.0,36
Oregon,72028.0,35
Pennsylvania,1009162.0,543
Rhode Island,95927.0,57
South Dakota,19956.0,10
Tennessee,286691.0,165
Texas,1778138.0,898
Utah,89032.0,60
Virginia,362882.0,180
Washington,920951.0,472
Wisconsin,144566.0,95
