region,month_name,total_sales
South,Mar,204179.0
South,Jan,180512.0
East,Apr,286165.0
East,Nov,296725.0
Central,May,244764.0
East,Mar,269136.0
Central,Oct,221475.0
South,Nov,159263.0
Central,Apr,239507.0
South,Jul,134352.0
Central,Mar,264648.0
East,Jan,286034.0
West,Apr,275859.0
East,Sep,260603.0
South,Sep,181001.0
West,Aug,265879.0
Central,Nov,237560.0
South,Feb,186926.0
West,Mar,297239.0
South,Dec,202257.0
East,Feb,259825.0
West,Dec,343643.0
West,Sep,274448.0
Central,Sep,228864.0
South,Aug,183009.0
East,Jun,231759.0
West,Jan,338265.0
South,Apr,159111.0
Central,Dec,245116.0
West,Oct,307891.0
Central,Jun,221359.0
Central,Aug,204099.0
East,Oct,316434.0
West,Jun,275907.0
West,Jul,282577.0
West,Nov,281917.0
East,Dec,294910.0
South,Jun,169445.0
East,Jul,267151.0
East,May,259306.0
South,Oct,192483.0
Central,Jul,219351.0
Central,Jan,244354.0
East,Aug,276869.0
Central,Feb,227696.0
South,May,184232.0
West,May,283719.0
West,Feb,218499.0
