category,month,total_sales,total_profit
Furniture,Sep,216885.0,37597.0
Furniture,Oct,190478.0,34734.0
Furniture,Mar,235193.0,42413.0
Office Supplies,Feb,532215.0,94203.0
Technology,Jul,200792.0,35784.0
Office Supplies,Dec,645314.0,114503.0
Furniture,Aug,189168.0,33443.0
Office Supplies,Jul,503874.0,89806.0
Office Supplies,Jun,479565.0,86679.0
Technology,Sep,164984.0,28886.0
Technology,Dec,222738.0,38539.0
Technology,Jun,223333.0,41155.0
Office Supplies,Jan,608252.0,110838.0
Technology,Aug,188773.0,32626.0
Technology,Oct,244374.0,40493.0
Technology,Jan,227348.0,42664.0
Office Supplies,Mar,576933.0,98192.0
Office Supplies,Aug,529232.0,97936.0
Office Supplies,Sep,509481.0,86019.0
Office Supplies,Oct,571425.0,99003.0
Furniture,Nov,189196.0,32212.0
Office Supplies,Nov,523129.0,89208.0
Technology,May,201724.0,34088.0
Furniture,Feb,151048.0,28143.0
Office Supplies,Apr,514281.0,91914.0
Furniture,Jan,176479.0,31190.0
Furniture,Jun,177018.0,31559.0
Technology,Nov,231622.0,40627.0
Technology,Mar,195471.0,34548.0
Technology,Feb,179261.0,29633.0
Furniture,Apr,213796.0,38144.0
Technology,Apr,211534.0,36630.0
Furniture,Dec,193388.0,34565.0
Office Supplies,May,554836.0,99088.0
Furniture,Jul,163526.0,29532.0
Furniture,May,194189.0,36512.0
