region,month_name,total_sales
South,Mar,202716.0
South,Jan,176827.0
East,Apr,283578.0
East,Nov,295203.0
Central,May,244204.0
East,Mar,265251.0
Central,Oct,219338.0
South,Nov,157852.0
Central,Apr,237664.0
South,Jul,132041.0
Central,Mar,263242.0
East,Jan,284694.0
West,Apr,273470.0
East,Sep,249959.0
South,Sep,173236.0
West,Aug,262684.0
Central,Nov,236141.0
South,Feb,186123.0
West,Mar,294235.0
South,Dec,200605.0
East,Feb,258330.0
West,Dec,341750.0
West,Sep,269424.0
Central,Sep,215847.0
South,Aug,180895.0
East,Jun,228932.0
West,Jan,334797.0
South,Apr,157121.0
Central,Dec,242865.0
West,Oct,306253.0
Central,Jun,219794.0
Central,Aug,202709.0
East,Oct,313922.0
West,Jun,275052.0
West,Jul,280733.0
West,Nov,279174.0
East,Dec,293897.0
South,Jun,169095.0
East,Jul,266248.0
East,May,257311.0
South,Oct,181417.0
Central,Jul,218647.0
Central,Jan,243448.0
East,Aug,276478.0
Central,Feb,218802.0
South,May,183277.0
West,May,279027.0
West,Feb,212982.0
