category,month,total_sales,total_profit
Furniture,Sep,222036.0,38568.0
Furniture,Oct,194224.0,35644.0
Furniture,Mar,238865.0,43000.0
Office Supplies,Feb,553469.0,98211.0
Technology,Jul,203342.0,36281.0
Office Supplies,Dec,661466.0,117603.0
Furniture,Aug,195467.0,34740.0
Office Supplies,Jul,535233.0,96178.0
Office Supplies,Jun,488543.0,88182.0
Technology,Sep,169740.0,29792.0
Technology,Dec,228031.0,39676.0
Technology,Jun,230172.0,42634.0
Office Supplies,Jan,632432.0,114543.0
Technology,Aug,193517.0,33351.0
Technology,Oct,251598.0,41802.0
Technology,Jan,232091.0,43723.0
Office Supplies,Mar,594165.0,100784.0
Office Supplies,Aug,546516.0,100273.0
Office Supplies,Sep,555820.0,94857.0
Office Supplies,Oct,595003.0,101974.0
Furniture,Nov,193917.0,32985.0
Office Supplies,Nov,538745.0,92160.0
Technology,May,206646.0,34913.0
Furniture,Feb,156123.0,29148.0
Office Supplies,Apr,526466.0,94299.0
Furniture,Jan,186377.0,32824.0
Furniture,Jun,185892.0,33679.0
Technology,Nov,244318.0,42858.0
Technology,Mar,203406.0,35932.0
Technology,Feb,184799.0,30454.0
Furniture,Apr,218986.0,39181.0
Technology,Apr,216666.0,37504.0
Furniture,Dec,197621.0,35390.0
Office Supplies,May,567931.0,101492.0
Furniture,Jul,165859.0,29864.0
Furniture,May,198607.0,37309.0
