category,month,total_sales,total_profit
Furniture,Sep,204533.0,35459.0
Furniture,Oct,177949.0,32568.0
Furniture,Mar,218541.0,39476.0
Office Supplies,Feb,493832.0,87872.0
Technology,Jul,181046.0,32021.0
Office Supplies,Dec,578578.0,102073.0
Furniture,Aug,176686.0,31272.0
Office Supplies,Jul,455473.0,82441.0
Office Supplies,Jun,438215.0,79391.0
Technology,Sep,146519.0,26169.0
Technology,Dec,202620.0,36360.0
Technology,Jun,210206.0,38930.0
Office Supplies,Jan,528331.0,94723.0
Technology,Aug,174862.0,30275.0
Technology,Oct,217515.0,36206.0
Technology,Jan,206870.0,39060.0
Office Supplies,Mar,525846.0,88632.0
Office Supplies,Aug,484139.0,89445.0
Office Supplies,Sep,470261.0,79393.0
Office Supplies,Oct,535547.0,92961.0
Furniture,Nov,174333.0,29538.0
Office Supplies,Nov,464694.0,79199.0
Technology,May,188071.0,31814.0
Furniture,Feb,140031.0,26476.0
Office Supplies,Apr,448794.0,79386.0
Furniture,Jan,168248.0,29650.0
Furniture,Jun,156047.0,28716.0
Technology,Nov,207351.0,36024.0
Technology,Mar,180681.0,31902.0
Technology,Feb,164206.0,27075.0
Furniture,Apr,201003.0,35899.0
Technology,Apr,189423.0,32738.0
Furniture,Dec,181658.0,32365.0
Office Supplies,May,508226.0,91217.0
Furniture,Jul,146785.0,26776.0
Furniture,May,175444.0,33219.0
