region,month_name,total_sales
South,Mar,159580.0
Central,Sep,160543.0
South,Aug,137431.0
South,Jan,140525.0
East,Jun,187474.0
West,Jan,253222.0
South,Apr,124341.0
East,Apr,212489.0
East,Nov,225218.0
Central,Dec,181247.0
West,Oct,253473.0
Central,May,190496.0
Central,Jun,165065.0
East,Mar,207658.0
Central,Aug,166544.0
East,Oct,257659.0
Central,Oct,176591.0
South,Nov,131695.0
West,Jun,210923.0
Central,Apr,179133.0
South,Jul,101561.0
West,Jul,215304.0
West,Nov,221884.0
Central,Mar,208236.0
East,Jan,227858.0
West,Apr,222254.0
East,Sep,196944.0
East,Dec,241838.0
South,Jun,123951.0
East,Jul,188581.0
East,May,211344.0
South,Sep,137643.0
West,Aug,196851.0
South,Oct,159460.0
Central,Jul,173275.0
Central,Jan,176338.0
East,Aug,223022.0
Central,Nov,171928.0
South,Feb,158380.0
West,Mar,219441.0
Central,Feb,180087.0
South,Dec,145928.0
East,Feb,205539.0
South,May,157100.0
West,Dec,268138.0
West,Sep,190430.0
West,May,209755.0
West,Feb,161159.0
