category,month,total_sales,total_profit
Furniture,Sep,165027.0,26966.0
Furniture,Oct,153955.0,28732.0
Furniture,Mar,184040.0,33934.0
Office Supplies,Feb,410425.0,73184.0
Technology,Jul,151113.0,26696.0
Office Supplies,Dec,481013.0,83817.0
Furniture,Aug,146773.0,26531.0
Office Supplies,Jul,380857.0,69840.0
Office Supplies,Jun,366193.0,66504.0
Technology,Sep,119435.0,21526.0
Technology,Dec,174686.0,30391.0
Technology,Jun,173073.0,31611.0
Office Supplies,Jan,440332.0,77549.0
Technology,Aug,149007.0,25679.0
Technology,Oct,185899.0,30249.0
Technology,Jan,157118.0,28951.0
Office Supplies,Mar,445423.0,73756.0
Office Supplies,Aug,403489.0,73079.0
Office Supplies,Sep,369784.0,63100.0
Office Supplies,Oct,446560.0,77938.0
Furniture,Nov,147243.0,24694.0
Office Supplies,Nov,385550.0,64243.0
Technology,May,146375.0,24251.0
Furniture,Feb,119369.0,22786.0
Office Supplies,Apr,381545.0,67162.0
Furniture,Jan,133685.0,24259.0
Furniture,Jun,110949.0,19370.0
Technology,Nov,170887.0,29732.0
Technology,Mar,135777.0,23671.0
Technology,Feb,132697.0,22084.0
Furniture,Apr,155900.0,27713.0
Technology,Apr,167746.0,28735.0
Furniture,Dec,141953.0,25197.0
Office Supplies,May,437966.0,78454.0
Furniture,Jul,121532.0,21649.0
Furniture,May,144526.0,27587.0
