state,total_sales,total_customers
Alabama,61165.0,15
Arizona,273824.0,40
Arkansas,53913.0,3
California,1914921.0,282
Colorado,230256.0,36
Connecticut,77251.0,11
Delaware,73135.0,13
District of Columbia,5512.0,1
Florida,393969.0,55
Georgia,112906.0,20
Illinois,422235.0,59
Indiana,123446.0,19
Iowa,12972.0,4
Kansas,34823.0,3
Kentucky,240169.0,32
Louisiana,48149.0,11
Maryland,22696.0,3
Massachusetts,119918.0,19
Michigan,190379.0,24
Minnesota,170669.0,23
Mississippi,60972.0,10
Missouri,54095.0,11
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,160029.0,22
New Mexico,7804.0,3
New York,949716.0,133
North Carolina,258735.0,42
Ohio,477791.0,76
Oklahoma,42395.0,9
Oregon,40225.0,6
Pennsylvania,493286.0,76
Rhode Island,50746.0,6
South Dakota,457.0,1
Tennessee,149695.0,21
Texas,950390.0,120
Utah,44121.0,7
Virginia,209594.0,25
Washington,425365.0,70
Wisconsin,51409.0,11
