state,total_sales,total_customers
Alabama,65780.0,18
Arizona,277307.0,46
Arkansas,53913.0,3
California,2016256.0,348
Colorado,237734.0,46
Connecticut,77885.0,12
Delaware,82036.0,15
District of Columbia,5512.0,1
Florida,409261.0,73
Georgia,121757.0,27
Illinois,443480.0,81
Indiana,131103.0,25
Iowa,12972.0,4
Kansas,34823.0,3
Kentucky,242546.0,35
Louisiana,51546.0,15
Maryland,25659.0,6
Massachusetts,124600.0,22
Michigan,195631.0,30
Minnesota,176883.0,29
Mississippi,66974.0,11
Missouri,68095.0,17
Nebraska,2793.0,2
Nevada,14941.0,3
New Hampshire,22321.0,3
New Jersey,162476.0,25
New Mexico,14060.0,5
New York,995520.0,180
North Carolina,278937.0,56
Ohio,505326.0,102
Oklahoma,42395.0,9
Oregon,42738.0,8
Pennsylvania,510631.0,99
Rhode Island,51551.0,8
South Dakota,457.0,1
Tennessee,152258.0,25
Texas,1003881.0,169
Utah,47276.0,11
Virginia,215379.0,31
Washington,441049.0,85
Wisconsin,52640.0,12
