state,total_sales,total_customers
Alabama,41562.0,4
Arizona,248943.0,26
Arkansas,53913.0,3
California,1804125.0,198
Colorado,216298.0,26
Connecticut,72153.0,8
Delaware,70497.0,8
District of Columbia,5512.0,1
Florida,369131.0,47
Georgia,107227.0,14
Illinois,405446.0,44
Indiana,106950.0,10
Iowa,10997.0,2
Kansas,34823.0,3
Kentucky,226560.0,22
Louisiana,41935.0,5
Maryland,22696.0,3
Massachusetts,112763.0,13
Michigan,185081.0,19
Minnesota,156181.0,15
Mississippi,56221.0,6
Missouri,52323.0,8
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,156184.0,19
New Mexico,6879.0,2
New York,918742.0,101
North Carolina,251154.0,30
Ohio,448333.0,51
Oklahoma,39656.0,6
Oregon,38126.0,3
Pennsylvania,473149.0,53
Rhode Island,48370.0,4
Tennessee,143166.0,17
Texas,899665.0,91
Utah,42550.0,5
Virginia,205618.0,21
Washington,384988.0,47
Wisconsin,47874.0,7
