state,total_sales,total_customers
Alabama,77122.0,33
Arizona,315230.0,95
Arkansas,65893.0,8
California,2428900.0,728
Colorado,278310.0,97
Connecticut,106937.0,35
Delaware,87757.0,23
District of Columbia,8663.0,3
Florida,471003.0,124
Georgia,151807.0,62
Illinois,589280.0,182
Indiana,149202.0,50
Iowa,17851.0,10
Kansas,35617.0,4
Kentucky,288898.0,71
Louisiana,59138.0,23
Maryland,29756.0,10
Massachusetts,142560.0,47
Michigan,226057.0,69
Minnesota,195833.0,53
Mississippi,77267.0,22
Missouri,80671.0,31
Nebraska,3838.0,4
Nevada,27126.0,7
New Hampshire,27076.0,8
New Jersey,183026.0,53
New Mexico,23855.0,16
New York,1203349.0,369
North Carolina,367846.0,135
Ohio,569752.0,177
Oklahoma,45979.0,14
Oregon,45087.0,11
Pennsylvania,615877.0,196
Rhode Island,61091.0,17
South Dakota,1610.0,2
Tennessee,173894.0,52
Texas,1174779.0,332
Utah,59515.0,22
Virginia,245769.0,63
Washington,547841.0,170
Wisconsin,90447.0,43
