category,month,total_sales,total_profit
Furniture,Sep,209286.0,36303.0
Furniture,Oct,182043.0,33301.0
Furniture,Mar,223561.0,40369.0
Office Supplies,Feb,506287.0,90143.0
Technology,Jul,189144.0,33779.0
Office Supplies,Dec,607985.0,108191.0
Furniture,Aug,180073.0,31829.0
Office Supplies,Jul,482370.0,85650.0
Office Supplies,Jun,456897.0,82242.0
Technology,Sep,152495.0,27055.0
Technology,Dec,206536.0,36965.0
Technology,Jun,213654.0,39547.0
Office Supplies,Jan,561729.0,101145.0
Technology,Aug,180366.0,30995.0
Technology,Oct,226181.0,37987.0
Technology,Jan,215354.0,40382.0
Office Supplies,Mar,546550.0,92139.0
Office Supplies,Aug,502412.0,93486.0
Office Supplies,Sep,484637.0,81997.0
Office Supplies,Oct,548587.0,95159.0
Furniture,Nov,180011.0,30513.0
Office Supplies,Nov,488926.0,84309.0
Technology,May,193916.0,32783.0
Furniture,Feb,144246.0,26978.0
Office Supplies,Apr,477046.0,84523.0
Furniture,Jan,169451.0,29817.0
Furniture,Jun,161483.0,29796.0
Technology,Nov,214638.0,37441.0
Technology,Mar,185985.0,32856.0
Technology,Feb,169689.0,28107.0
Furniture,Apr,206025.0,36586.0
Technology,Apr,194210.0,33569.0
Furniture,Dec,185857.0,33089.0
Office Supplies,May,520618.0,93377.0
Furniture,Jul,154781.0,28036.0
Furniture,May,180839.0,34359.0
