region,month_name,total_sales
South,Mar,169532.0
South,Jan,150182.0
East,Apr,237358.0
East,Nov,241675.0
Central,May,214276.0
East,Mar,228488.0
Central,Oct,188709.0
South,Nov,140347.0
Central,Apr,198250.0
South,Jul,119677.0
Central,Mar,223605.0
East,Jan,243761.0
West,Apr,233276.0
East,Sep,212685.0
South,Sep,152997.0
West,Aug,218306.0
Central,Nov,188224.0
South,Feb,165208.0
West,Mar,246387.0
South,Dec,169299.0
East,Feb,223771.0
West,Dec,290850.0
West,Sep,236253.0
Central,Sep,180041.0
South,Aug,160489.0
East,Jun,205463.0
West,Jan,278634.0
South,Apr,139565.0
Central,Dec,205704.0
West,Oct,273484.0
Central,Jun,180912.0
Central,Aug,178594.0
East,Oct,273884.0
West,Jun,231405.0
West,Jul,236058.0
West,Nov,246509.0
East,Dec,253684.0
South,Jun,148006.0
East,Jul,212272.0
East,May,228731.0
South,Oct,169363.0
Central,Jul,189287.0
Central,Jan,188679.0
East,Aug,247448.0
Central,Feb,192384.0
South,May,165931.0
West,May,230857.0
West,Feb,180814.0
