region,month_name,total_sales
South,Mar,163716.0
South,Jan,145114.0
East,Apr,221731.0
East,Nov,232380.0
Central,May,202361.0
East,Mar,213837.0
Central,Oct,180408.0
South,Nov,136999.0
Central,Apr,186823.0
South,Jul,116492.0
Central,Mar,218446.0
East,Jan,236114.0
West,Apr,227907.0
East,Sep,205476.0
South,Sep,147559.0
West,Aug,209050.0
Central,Nov,177115.0
South,Feb,161367.0
West,Mar,235866.0
South,Dec,154900.0
East,Feb,214430.0
West,Dec,273637.0
West,Sep,219313.0
Central,Sep,166859.0
South,Aug,145414.0
East,Jun,199869.0
West,Jan,261424.0
South,Apr,134773.0
Central,Dec,188694.0
West,Oct,259839.0
Central,Jun,169010.0
Central,Aug,169058.0
East,Oct,267722.0
West,Jun,220236.0
West,Jul,223982.0
West,Nov,229515.0
East,Dec,248510.0
South,Jun,131541.0
East,Jul,206730.0
East,May,220536.0
South,Oct,166888.0
Central,Jul,177217.0
Central,Jan,182120.0
East,Aug,228748.0
Central,Feb,185797.0
South,May,162198.0
West,May,222203.0
West,Feb,169087.0
