state,total_sales,total_customers
Alabama,53048.0,7
Arizona,252033.0,28
Arkansas,53913.0,3
California,1823705.0,217
Colorado,216636.0,27
Connecticut,75759.0,9
Delaware,70497.0,8
District of Columbia,5512.0,1
Florida,371373.0,48
Georgia,107903.0,15
Illinois,407366.0,46
Indiana,107651.0,11
Iowa,10997.0,2
Kansas,34823.0,3
Kentucky,226773.0,23
Louisiana,44715.0,7
Maryland,22696.0,3
Massachusetts,112763.0,13
Michigan,185081.0,19
Minnesota,157307.0,16
Mississippi,56221.0,6
Missouri,52748.0,9
Nevada,9790.0,1
New Hampshire,22321.0,3
New Jersey,156184.0,19
New Mexico,6879.0,2
New York,924480.0,107
North Carolina,252338.0,32
Ohio,455086.0,57
Oklahoma,40558.0,7
Oregon,38126.0,3
Pennsylvania,477973.0,58
Rhode Island,48370.0,4
Tennessee,143166.0,17
Texas,911282.0,99
Utah,43612.0,6
Virginia,207026.0,23
Washington,394970.0,55
Wisconsin,47874.0,7
