region,month_name,total_sales
South,Mar,184047.0
South,Jan,152908.0
East,Apr,240967.0
East,Nov,246486.0
Central,May,220950.0
East,Mar,231156.0
Central,Oct,194447.0
South,Nov,142592.0
Central,Apr,203418.0
South,Jul,121583.0
Central,Mar,235748.0
East,Jan,247376.0
West,Apr,236599.0
East,Sep,217485.0
South,Sep,158308.0
West,Aug,220483.0
Central,Nov,191928.0
South,Feb,175108.0
West,Mar,259512.0
South,Dec,169660.0
East,Feb,228490.0
West,Dec,295965.0
West,Sep,242486.0
Central,Sep,182391.0
South,Aug,164357.0
East,Jun,209191.0
West,Jan,285039.0
South,Apr,140981.0
Central,Dec,220429.0
West,Oct,277672.0
Central,Jun,185578.0
Central,Aug,183727.0
East,Oct,279201.0
West,Jun,234641.0
West,Jul,241205.0
West,Nov,252812.0
East,Dec,258257.0
South,Jun,149835.0
East,Jul,215090.0
East,May,234408.0
South,Oct,171440.0
Central,Jul,195330.0
Central,Jan,195469.0
East,Aug,250435.0
Central,Feb,197527.0
South,May,168727.0
West,May,235544.0
West,Feb,184405.0
