region,month_name,total_sales
South,Mar,168977.0
South,Jan,150182.0
East,Apr,235161.0
East,Nov,240716.0
Central,May,213972.0
East,Mar,226682.0
Central,Oct,186752.0
South,Nov,138880.0
Central,Apr,197158.0
South,Jul,119677.0
Central,Mar,223114.0
East,Jan,242512.0
West,Apr,233276.0
East,Sep,211805.0
South,Sep,151733.0
West,Aug,216664.0
Central,Nov,187682.0
South,Feb,164666.0
West,Mar,245683.0
South,Dec,169191.0
East,Feb,223358.0
West,Dec,290105.0
West,Sep,235706.0
Central,Sep,173730.0
South,Aug,160352.0
East,Jun,205401.0
West,Jan,277370.0
South,Apr,138480.0
Central,Dec,205184.0
West,Oct,271255.0
Central,Jun,177488.0
Central,Aug,177866.0
East,Oct,273493.0
West,Jun,231302.0
West,Jul,235355.0
West,Nov,244020.0
East,Dec,253416.0
South,Jun,147509.0
East,Jul,211958.0
East,May,227379.0
South,Oct,169363.0
Central,Jul,183687.0
Central,Jan,187873.0
East,Aug,246988.0
Central,Feb,192121.0
South,May,165625.0
West,May,228998.0
West,Feb,179371.0
