category,month,total_sales,total_profit
Furniture,Sep,182071.0,30849.0
Furniture,Oct,163746.0,30291.0
Furniture,Mar,191313.0,35338.0
Office Supplies,Feb,442061.0,78932.0
Technology,Jul,156863.0,27662.0
Office Supplies,Dec,514172.0,91251.0
Furniture,Aug,155624.0,28206.0
Office Supplies,Jul,412023.0,74750.0
Office Supplies,Jun,382831.0,69620.0
Technology,Sep,129427.0,23460.0
Technology,Dec,179855.0,31421.0
Technology,Jun,194760.0,36416.0
Office Supplies,Jan,468119.0,83438.0
Technology,Aug,157240.0,27266.0
Technology,Oct,204516.0,33639.0
Technology,Jan,188963.0,35891.0
Office Supplies,Mar,467622.0,77567.0
Office Supplies,Aug,423629.0,76250.0
Office Supplies,Sep,404071.0,68152.0
Office Supplies,Oct,490484.0,85748.0
Furniture,Nov,155601.0,26142.0
Office Supplies,Nov,419818.0,71210.0
Technology,May,162048.0,26877.0
Furniture,Feb,124255.0,23521.0
Office Supplies,Apr,402709.0,70971.0
Furniture,Jan,151234.0,26856.0
Furniture,Jun,119787.0,21347.0
Technology,Nov,188033.0,33086.0
Technology,Mar,143114.0,25036.0
Technology,Feb,146148.0,24275.0
Furniture,Apr,171433.0,30785.0
Technology,Apr,175303.0,30210.0
Furniture,Dec,155481.0,28400.0
Office Supplies,May,463059.0,82990.0
Furniture,Jul,134060.0,24425.0
Furniture,May,160725.0,30842.0
