segment,month_name,total_sales,total_profit
Corporate,Oct,246503.0,42799.0
Home Office,Jul,126883.0,22650.0
Consumer,Jul,331328.0,59778.0
Corporate,Mar,219028.0,37066.0
Consumer,Nov,319072.0,54373.0
Home Office,Aug,119959.0,20903.0
Consumer,Aug,370653.0,68014.0
Corporate,Aug,207023.0,36131.0
Home Office,Apr,122308.0,21088.0
Consumer,Jun,338413.0,61548.0
Consumer,May,358838.0,63380.0
Home Office,Sep,97666.0,15894.0
Corporate,Jul,193786.0,35555.0
Corporate,Dec,264029.0,46663.0
Corporate,May,236898.0,42087.0
Corporate,Apr,233129.0,40462.0
Home Office,May,127752.0,23606.0
Home Office,Jan,132056.0,24578.0
Home Office,Jun,104176.0,19365.0
Consumer,Sep,356926.0,61040.0
Home Office,Mar,149659.0,23699.0
Consumer,Apr,346535.0,61508.0
Home Office,Nov,136866.0,23989.0
Home Office,Oct,156025.0,27309.0
Consumer,Dec,394408.0,69976.0
Corporate,Nov,247223.0,40233.0
Corporate,Sep,196267.0,34277.0
Corporate,Feb,219732.0,36732.0
Home Office,Feb,111780.0,20001.0
Consumer,Mar,393028.0,69980.0
Consumer,Oct,382578.0,66633.0
Corporate,Jan,262645.0,45459.0
Consumer,Jan,334459.0,60376.0
Corporate,Jun,205241.0,36306.0
Home Office,Dec,137498.0,22422.0
Consumer,Feb,329844.0,61127.0
