category,month,total_sales,total_profit
Furniture,Sep,217991.0,37744.0
Furniture,Oct,191483.0,34986.0
Furniture,Mar,236326.0,42545.0
Office Supplies,Feb,537311.0,95028.0
Technology,Jul,203219.0,36268.0
Office Supplies,Dec,650418.0,115503.0
Furniture,Aug,192048.0,34044.0
Office Supplies,Jul,514715.0,92400.0
Office Supplies,Jun,482663.0,87211.0
Technology,Sep,165732.0,29025.0
Technology,Dec,223682.0,38777.0
Technology,Jun,225992.0,41800.0
Office Supplies,Jan,615067.0,111889.0
Technology,Aug,189217.0,32736.0
Technology,Oct,246809.0,40898.0
Technology,Jan,227993.0,42795.0
Office Supplies,Mar,581815.0,98821.0
Office Supplies,Aug,532927.0,98331.0
Office Supplies,Sep,514062.0,86875.0
Office Supplies,Oct,575384.0,99591.0
Furniture,Nov,190814.0,32449.0
Office Supplies,Nov,527399.0,90134.0
Technology,May,203440.0,34458.0
Furniture,Feb,151324.0,28204.0
Office Supplies,Apr,517530.0,92655.0
Furniture,Jan,182759.0,32292.0
Furniture,Jun,178359.0,31786.0
Technology,Nov,234455.0,41003.0
Technology,Mar,197714.0,35016.0
Technology,Feb,179823.0,29740.0
Furniture,Apr,215711.0,38592.0
Technology,Apr,213656.0,37016.0
Furniture,Dec,194691.0,34815.0
Office Supplies,May,559471.0,99887.0
Furniture,Jul,164205.0,29603.0
Furniture,May,194934.0,36662.0
