category,month,total_sales,total_profit
Furniture,Sep,308158.0,53427.0
Furniture,Oct,276421.0,50619.0
Furniture,Mar,340132.0,59060.0
Office Supplies,Feb,806547.0,142059.0
Technology,Jul,315533.0,56368.0
Office Supplies,Dec,972675.0,171203.0
Furniture,Aug,292070.0,52397.0
Office Supplies,Jul,843842.0,147736.0
Office Supplies,Jun,796541.0,142295.0
Technology,Sep,255443.0,44376.0
Technology,Dec,331689.0,58371.0
Technology,Jun,346889.0,63175.0
Office Supplies,Jan,920369.0,165814.0
Technology,Aug,335558.0,57964.0
Technology,Oct,373207.0,62424.0
Technology,Jan,340513.0,63270.0
Office Supplies,Mar,881328.0,148247.0
Office Supplies,Aug,780289.0,141975.0
Office Supplies,Sep,841664.0,147104.0
Office Supplies,Oct,895138.0,156160.0
Furniture,Nov,292650.0,50220.0
Office Supplies,Nov,820518.0,141579.0
Technology,May,321802.0,54893.0
Furniture,Feb,242121.0,44012.0
Office Supplies,Apr,807828.0,142946.0
Furniture,Jan,287582.0,51411.0
Furniture,Jun,292239.0,49850.0
Technology,Nov,350489.0,63136.0
Technology,Mar,302836.0,53084.0
Technology,Feb,301805.0,51586.0
Furniture,Apr,333929.0,58974.0
Technology,Apr,328691.0,57382.0
Furniture,Dec,320513.0,57859.0
Office Supplies,May,883584.0,157202.0
Furniture,Jul,273223.0,47748.0
Furniture,May,315917.0,58133.0
