state,total_sales,total_customers
Alabama,70909.0,25
Arizona,299023.0,68
Arkansas,65212.0,7
California,2204573.0,519
Colorado,250076.0,63
Connecticut,101989.0,28
Delaware,85942.0,21
District of Columbia,5512.0,1
Florida,432259.0,96
Georgia,131509.0,40
Illinois,509250.0,122
Indiana,139170.0,36
Iowa,15116.0,7
Kansas,34823.0,3
Kentucky,274010.0,55
Louisiana,55745.0,19
Maryland,29268.0,9
Massachusetts,132856.0,34
Michigan,208464.0,51
Minnesota,186758.0,41
Mississippi,73254.0,16
Missouri,69861.0,21
Nebraska,3358.0,3
Nevada,14941.0,3
New Hampshire,25100.0,5
New Jersey,171225.0,37
New Mexico,19441.0,12
New York,1073033.0,262
North Carolina,339723.0,95
Ohio,534710.0,133
Oklahoma,42395.0,9
Oregon,43199.0,9
Pennsylvania,551264.0,141
Rhode Island,58038.0,13
South Dakota,457.0,1
Tennessee,162646.0,38
Texas,1104433.0,244
Utah,56475.0,17
Virginia,232056.0,46
Washington,493658.0,126
Wisconsin,70540.0,24
