segment,month_name,total_sales,total_profit
Corporate,Oct,479273.0,83308.0
Home Office,Jul,312655.0,53972.0
Consumer,Jul,702191.0,123410.0
Corporate,Mar,465167.0,78840.0
Consumer,Nov,699099.0,121776.0
Home Office,Aug,243321.0,41864.0
Consumer,Aug,762193.0,139324.0
Corporate,Aug,414336.0,73307.0
Home Office,Apr,245640.0,43861.0
Consumer,Jun,759508.0,133920.0
Consumer,May,777329.0,137272.0
Home Office,Sep,241030.0,41284.0
Corporate,Jul,423740.0,75680.0
Corporate,Dec,532224.0,97087.0
Corporate,May,457274.0,80635.0
Corporate,Apr,469245.0,80273.0
Home Office,May,294148.0,53717.0
Home Office,Jan,293778.0,53245.0
Home Office,Jun,252157.0,45069.0
Consumer,Sep,760477.0,132534.0
Home Office,Mar,288758.0,47809.0
Consumer,Apr,760369.0,135999.0
Home Office,Nov,272539.0,47222.0
Home Office,Oct,291340.0,50969.0
Consumer,Dec,822343.0,144994.0
Corporate,Nov,501841.0,87319.0
Corporate,Sep,407690.0,71747.0
Corporate,Feb,427341.0,73593.0
Home Office,Feb,245060.0,43378.0
Consumer,Mar,774946.0,134478.0
Consumer,Oct,782654.0,136223.0
Corporate,Jan,501563.0,88779.0
Consumer,Jan,758006.0,139606.0
Corporate,Jun,428226.0,77020.0
Home Office,Dec,277028.0,46580.0
Consumer,Feb,686976.0,122582.0
