category,month,total_sales,total_profit
Furniture,Sep,217097.0,37650.0
Furniture,Oct,190819.0,34813.0
Furniture,Mar,235770.0,42458.0
Office Supplies,Feb,533739.0,94471.0
Technology,Jul,201407.0,35937.0
Office Supplies,Dec,646074.0,114646.0
Furniture,Aug,190088.0,33675.0
Office Supplies,Jul,504274.0,89901.0
Office Supplies,Jun,480617.0,86802.0
Technology,Sep,165098.0,28893.0
Technology,Dec,223284.0,38662.0
Technology,Jun,224951.0,41570.0
Office Supplies,Jan,609197.0,111008.0
Technology,Aug,188773.0,32626.0
Technology,Oct,244374.0,40493.0
Technology,Jan,227444.0,42679.0
Office Supplies,Mar,578061.0,98334.0
Office Supplies,Aug,529932.0,98013.0
Office Supplies,Sep,510201.0,86203.0
Office Supplies,Oct,572315.0,99138.0
Furniture,Nov,189408.0,32243.0
Office Supplies,Nov,523129.0,89208.0
Technology,May,201724.0,34088.0
Furniture,Feb,151257.0,28185.0
Office Supplies,Apr,515110.0,92129.0
Furniture,Jan,176479.0,31190.0
Furniture,Jun,177755.0,31692.0
Technology,Nov,233353.0,40768.0
Technology,Mar,195947.0,34630.0
Technology,Feb,179823.0,29740.0
Furniture,Apr,214510.0,38355.0
Technology,Apr,211856.0,36691.0
Furniture,Dec,193855.0,34670.0
Office Supplies,May,555503.0,99142.0
Furniture,Jul,163526.0,29532.0
Furniture,May,194759.0,36651.0
