category,month,total_sales,total_profit
Furniture,Sep,183810.0,31077.0
Furniture,Oct,164948.0,30559.0
Furniture,Mar,193493.0,35639.0
Office Supplies,Feb,442725.0,79026.0
Technology,Jul,157854.0,27887.0
Office Supplies,Dec,515935.0,91495.0
Furniture,Aug,155624.0,28206.0
Office Supplies,Jul,415820.0,75405.0
Office Supplies,Jun,386036.0,70130.0
Technology,Sep,130149.0,23553.0
Technology,Dec,179855.0,31421.0
Technology,Jun,195452.0,36578.0
Office Supplies,Jan,471822.0,84060.0
Technology,Aug,157362.0,27293.0
Technology,Oct,204920.0,33728.0
Technology,Jan,189557.0,35944.0
Office Supplies,Mar,470497.0,78056.0
Office Supplies,Aug,424840.0,76509.0
Office Supplies,Sep,407181.0,68548.0
Office Supplies,Oct,491641.0,85999.0
Furniture,Nov,156261.0,26242.0
Office Supplies,Nov,425070.0,72023.0
Technology,May,162144.0,26895.0
Furniture,Feb,126299.0,24108.0
Office Supplies,Apr,403497.0,71154.0
Furniture,Jan,151908.0,26936.0
Furniture,Jun,120162.0,21381.0
Technology,Nov,188202.0,33118.0
Technology,Mar,144723.0,25264.0
Technology,Feb,146419.0,24315.0
Furniture,Apr,171930.0,30891.0
Technology,Apr,175821.0,30295.0
Furniture,Dec,155925.0,28479.0
Office Supplies,May,464479.0,83318.0
Furniture,Jul,136555.0,24716.0
Furniture,May,160725.0,30842.0
