category,month,total_sales,total_profit
Furniture,Sep,184990.0,31211.0
Furniture,Oct,165541.0,30707.0
Furniture,Mar,194644.0,35883.0
Office Supplies,Feb,443890.0,79332.0
Technology,Jul,159623.0,28264.0
Office Supplies,Dec,516934.0,91706.0
Furniture,Aug,156400.0,28344.0
Office Supplies,Jul,418007.0,75854.0
Office Supplies,Jun,390655.0,70917.0
Technology,Sep,130741.0,23644.0
Technology,Dec,180811.0,31610.0
Technology,Jun,195518.0,36590.0
Office Supplies,Jan,473741.0,84494.0
Technology,Aug,158026.0,27433.0
Technology,Oct,206569.0,34113.0
Technology,Jan,189557.0,35944.0
Office Supplies,Mar,470593.0,78065.0
Office Supplies,Aug,426783.0,76992.0
Office Supplies,Sep,408895.0,68948.0
Office Supplies,Oct,494168.0,86415.0
Furniture,Nov,156981.0,26338.0
Office Supplies,Nov,426451.0,72323.0
Technology,May,162234.0,26921.0
Furniture,Feb,126544.0,24135.0
Office Supplies,Apr,406176.0,71686.0
Furniture,Jan,153605.0,27362.0
Furniture,Jun,120162.0,21381.0
Technology,Nov,189061.0,33350.0
Technology,Mar,145632.0,25395.0
Technology,Feb,148329.0,24572.0
Furniture,Apr,172169.0,30911.0
Technology,Apr,176207.0,30361.0
Furniture,Dec,157275.0,28716.0
Office Supplies,May,467502.0,83859.0
Furniture,Jul,137641.0,24964.0
Furniture,May,162121.0,31111.0
