category,month,total_sales,total_profit
Furniture,Sep,191415.0,32237.0
Furniture,Oct,175868.0,32232.0
Furniture,Mar,208447.0,37960.0
Office Supplies,Feb,483701.0,85849.0
Technology,Jul,176072.0,31041.0
Office Supplies,Dec,561877.0,99507.0
Furniture,Aug,170877.0,30465.0
Office Supplies,Jul,448144.0,81158.0
Office Supplies,Jun,425002.0,76968.0
Technology,Sep,142870.0,25484.0
Technology,Dec,199552.0,35883.0
Technology,Jun,206702.0,38436.0
Office Supplies,Jan,507595.0,90369.0
Technology,Aug,169551.0,29458.0
Technology,Oct,215472.0,35918.0
Technology,Jan,202957.0,38362.0
Office Supplies,Mar,515564.0,86666.0
Office Supplies,Aug,475211.0,87867.0
Office Supplies,Sep,461213.0,77894.0
Office Supplies,Oct,528126.0,91658.0
Furniture,Nov,170379.0,28841.0
Office Supplies,Nov,458891.0,78104.0
Technology,May,182865.0,30858.0
Furniture,Feb,135885.0,25684.0
Office Supplies,Apr,442016.0,78001.0
Furniture,Jan,163312.0,28939.0
Furniture,Jun,142715.0,26051.0
Technology,Nov,203232.0,35288.0
Technology,Mar,174936.0,31209.0
Technology,Feb,162278.0,26777.0
Furniture,Apr,190211.0,34599.0
Technology,Apr,187001.0,32333.0
Furniture,Dec,178196.0,31827.0
Office Supplies,May,499528.0,89725.0
Furniture,Jul,145254.0,26476.0
Furniture,May,171491.0,32583.0
