segment,month_name,total_sales,total_profit
Corporate,Oct,299307.0,51171.0
Home Office,Jul,176813.0,30881.0
Consumer,Jul,428318.0,75914.0
Corporate,Mar,268195.0,46236.0
Consumer,Nov,406549.0,70357.0
Home Office,Aug,146728.0,25441.0
Consumer,Aug,467597.0,86781.0
Corporate,Aug,251062.0,44542.0
Home Office,Apr,157492.0,27874.0
Consumer,Jun,425827.0,76849.0
Consumer,May,445186.0,78675.0
Home Office,Sep,129593.0,21456.0
Corporate,Jul,223101.0,41006.0
Corporate,Dec,330043.0,59303.0
Corporate,May,288302.0,51865.0
Corporate,Apr,281046.0,48718.0
Home Office,May,162692.0,30043.0
Home Office,Jan,178174.0,32509.0
Home Office,Jun,150735.0,28413.0
Consumer,Sep,467545.0,79960.0
Home Office,Mar,185941.0,30701.0
Consumer,Apr,441115.0,78516.0
Home Office,Nov,184422.0,32439.0
Home Office,Oct,187163.0,32852.0
Consumer,Dec,500217.0,90564.0
Corporate,Nov,294260.0,49753.0
Corporate,Sep,251624.0,44352.0
Corporate,Feb,259112.0,43661.0
Home Office,Feb,154579.0,28411.0
Consumer,Mar,505079.0,88899.0
Consumer,Oct,472730.0,82913.0
Corporate,Jan,311789.0,53988.0
Consumer,Jan,459048.0,85456.0
Corporate,Jun,256537.0,46544.0
Home Office,Dec,173171.0,28980.0
Consumer,Feb,407704.0,73394.0
