region,month_name,total_sales
South,Mar,208471.0
South,Jan,183347.0
East,Apr,294473.0
East,Nov,300994.0
Central,May,248414.0
East,Mar,275781.0
Central,Oct,225722.0
South,Nov,162423.0
Central,Apr,242445.0
South,Jul,135571.0
Central,Mar,278149.0
East,Jan,288617.0
West,Apr,283988.0
East,Sep,266106.0
South,Sep,184646.0
West,Aug,270266.0
Central,Nov,241131.0
South,Feb,200836.0
West,Mar,306078.0
South,Dec,205577.0
East,Feb,264470.0
West,Dec,353096.0
West,Sep,281435.0
Central,Sep,235486.0
South,Aug,185969.0
East,Jun,240236.0
West,Jan,344396.0
South,Apr,166460.0
Central,Dec,255978.0
West,Oct,313587.0
Central,Jun,229901.0
Central,Aug,207534.0
East,Oct,321776.0
West,Jun,291494.0
West,Jul,289511.0
West,Nov,297388.0
East,Dec,296532.0
South,Jun,174859.0
East,Jul,271078.0
East,May,263798.0
South,Oct,195688.0
Central,Jul,227273.0
Central,Jan,248162.0
East,Aug,297322.0
Central,Feb,230463.0
South,May,186480.0
West,May,292802.0
West,Feb,228127.0
