segment,month_name,total_sales,total_profit
Corporate,Oct,267531.0,45984.0
Home Office,Jul,134998.0,23799.0
Consumer,Jul,355356.0,64352.0
Corporate,Mar,229798.0,38940.0
Consumer,Nov,336805.0,57992.0
Home Office,Aug,128477.0,22140.0
Consumer,Aug,389794.0,71693.0
Corporate,Aug,214672.0,37323.0
Home Office,Apr,135656.0,23938.0
Consumer,Jun,356389.0,64608.0
Consumer,May,391178.0,69413.0
Home Office,Sep,106225.0,17342.0
Corporate,Jul,200988.0,36821.0
Corporate,Dec,273929.0,48706.0
Corporate,May,252942.0,45066.0
Corporate,Apr,244835.0,42246.0
Home Office,May,134969.0,24777.0
Home Office,Jan,157260.0,28906.0
Home Office,Jun,113692.0,21567.0
Consumer,Sep,376897.0,64561.0
Home Office,Mar,157129.0,25003.0
Consumer,Apr,364649.0,64934.0
Home Office,Nov,158093.0,27581.0
Home Office,Oct,163363.0,28763.0
Consumer,Dec,428333.0,78401.0
Corporate,Nov,264141.0,43954.0
Corporate,Sep,217297.0,38793.0
Corporate,Feb,229599.0,38333.0
Home Office,Feb,134787.0,24630.0
Consumer,Mar,412852.0,73621.0
Consumer,Oct,423927.0,74255.0
Corporate,Jan,283459.0,49280.0
Consumer,Jan,364491.0,67376.0
Corporate,Jun,226017.0,41030.0
Home Office,Dec,142384.0,23213.0
Consumer,Feb,345980.0,63533.0
