state,total_sales,total_customers
Alabama,118716.0,75
Arizona,475087.0,255
Arkansas,90820.0,24
California,3751898.0,1890
Colorado,481344.0,247
Connecticut,146855.0,85
Delaware,129715.0,65
District of Columbia,18549.0,16
Florida,690683.0,322
Georgia,266393.0,164
Illinois,968726.0,507
Indiana,232796.0,127
Iowa,38719.0,22
Kansas,45906.0,14
Kentucky,374226.0,161
Louisiana,90689.0,46
Maryland,53087.0,29
Massachusetts,241556.0,126
Michigan,337770.0,184
Minnesota,283314.0,143
Mississippi,108345.0,58
Missouri,136167.0,73
Nebraska,20843.0,12
Nevada,39708.0,23
New Hampshire,41742.0,26
New Jersey,295857.0,153
New Mexico,48492.0,33
New York,1869605.0,992
North Carolina,571765.0,339
Ohio,853055.0,451
Oklahoma,70263.0,36
Oregon,72913.0,36
Pennsylvania,1016026.0,551
Rhode Island,96310.0,58
South Dakota,19956.0,10
Tennessee,292332.0,169
Texas,1797329.0,915
Utah,89032.0,60
Virginia,376031.0,190
Washington,931243.0,484
Wisconsin,145870.0,96
