state,total_sales,total_customers
Alabama,66642.0,19
Arizona,278691.0,47
Arkansas,53913.0,3
California,2023621.0,353
Colorado,238897.0,47
Connecticut,77885.0,12
Delaware,82036.0,15
District of Columbia,5512.0,1
Florida,409261.0,73
Georgia,121825.0,28
Illinois,444102.0,83
Indiana,131103.0,25
Iowa,12972.0,4
Kansas,34823.0,3
Kentucky,242546.0,35
Louisiana,51546.0,15
Maryland,25659.0,6
Massachusetts,125114.0,23
Michigan,195905.0,31
Minnesota,177109.0,30
Mississippi,66974.0,11
Missouri,68095.0,17
Nebraska,2793.0,2
Nevada,14941.0,3
New Hampshire,22321.0,3
New Jersey,162476.0,25
New Mexico,14477.0,6
New York,997587.0,181
North Carolina,278937.0,56
Ohio,506520.0,103
Oklahoma,42395.0,9
Oregon,42738.0,8
Pennsylvania,510631.0,99
Rhode Island,51551.0,8
South Dakota,457.0,1
Tennessee,152258.0,25
Texas,1007708.0,172
Utah,47276.0,11
Virginia,215379.0,31
Washington,441125.0,86
Wisconsin,52640.0,12
