segment,month_name,total_sales,total_profit
Corporate,Oct,269888.0,46503.0
Home Office,Jul,147639.0,25993.0
Consumer,Jul,363975.0,65739.0
Corporate,Mar,232323.0,39427.0
Consumer,Nov,343467.0,59187.0
Home Office,Aug,131223.0,22757.0
Consumer,Aug,394477.0,72515.0
Corporate,Aug,215509.0,37497.0
Home Office,Apr,138328.0,24409.0
Consumer,Jun,360133.0,65273.0
Consumer,May,396270.0,70592.0
Home Office,Sep,109214.0,17912.0
Corporate,Jul,203657.0,37350.0
Corporate,Dec,275372.0,49001.0
Corporate,May,256218.0,45575.0
Corporate,Apr,245985.0,42474.0
Home Office,May,139369.0,25724.0
Home Office,Jan,161970.0,29814.0
Home Office,Jun,117557.0,22023.0
Consumer,Sep,396172.0,66838.0
Home Office,Mar,159634.0,25436.0
Consumer,Apr,370239.0,66075.0
Home Office,Nov,161554.0,28248.0
Home Office,Oct,166514.0,29281.0
Consumer,Dec,433613.0,79222.0
Corporate,Nov,267472.0,44576.0
Corporate,Sep,219240.0,39053.0
Corporate,Feb,231501.0,38601.0
Home Office,Feb,138394.0,25481.0
Consumer,Mar,418912.0,74480.0
Consumer,Oct,429876.0,75451.0
Corporate,Jan,283970.0,49359.0
Consumer,Jan,370963.0,68627.0
Corporate,Jun,228645.0,41592.0
Home Office,Dec,146035.0,23809.0
Consumer,Feb,348868.0,63957.0
