category,month,total_sales,total_profit
Furniture,Sep,205282.0,35568.0
Furniture,Oct,178264.0,32608.0
Furniture,Mar,219754.0,39675.0
Office Supplies,Feb,496503.0,88392.0
Technology,Jul,184845.0,32843.0
Office Supplies,Dec,591758.0,105030.0
Furniture,Aug,177943.0,31507.0
Office Supplies,Jul,469415.0,83708.0
Office Supplies,Jun,443429.0,80200.0
Technology,Sep,147867.0,26415.0
Technology,Dec,204047.0,36543.0
Technology,Jun,211242.0,39077.0
Office Supplies,Jan,542466.0,98050.0
Technology,Aug,176166.0,30421.0
Technology,Oct,220760.0,36991.0
Technology,Jan,207839.0,39219.0
Office Supplies,Mar,528340.0,89152.0
Office Supplies,Aug,485060.0,89595.0
Office Supplies,Sep,473596.0,79865.0
Office Supplies,Oct,539323.0,93713.0
Furniture,Nov,177885.0,30149.0
Office Supplies,Nov,467024.0,79622.0
Technology,May,189127.0,31950.0
Furniture,Feb,141063.0,26624.0
Office Supplies,Apr,452018.0,79856.0
Furniture,Jan,168578.0,29705.0
Furniture,Jun,157505.0,29038.0
Technology,Nov,210510.0,36674.0
Technology,Mar,181958.0,32129.0
Technology,Feb,165490.0,27320.0
Furniture,Apr,202506.0,36074.0
Technology,Apr,189823.0,32773.0
Furniture,Dec,183353.0,32566.0
Office Supplies,May,512027.0,91955.0
Furniture,Jul,147867.0,26939.0
Furniture,May,178299.0,33782.0
