segment,month_name,total_sales,total_profit
Corporate,Oct,243700.0,42330.0
Home Office,Jul,126883.0,22650.0
Consumer,Jul,328647.0,59469.0
Corporate,Mar,215602.0,36360.0
Consumer,Nov,316510.0,53977.0
Home Office,Aug,119959.0,20903.0
Consumer,Aug,369177.0,67717.0
Corporate,Aug,204792.0,35640.0
Home Office,Apr,121773.0,20972.0
Consumer,Jun,332611.0,60659.0
Consumer,May,357791.0,63204.0
Home Office,Sep,94827.0,15556.0
Corporate,Jul,192532.0,35266.0
Corporate,Dec,262993.0,46492.0
Corporate,May,234570.0,41646.0
Corporate,Apr,232520.0,40341.0
Home Office,May,127448.0,23566.0
Home Office,Jan,131928.0,24553.0
Home Office,Jun,103832.0,19300.0
Consumer,Sep,354842.0,60713.0
Home Office,Mar,149305.0,23634.0
Consumer,Apr,344561.0,61120.0
Home Office,Nov,136107.0,23870.0
Home Office,Oct,154586.0,27035.0
Consumer,Dec,388398.0,68657.0
Corporate,Nov,246910.0,40163.0
Corporate,Sep,195825.0,34234.0
Corporate,Feb,216498.0,36202.0
Home Office,Feb,110968.0,19778.0
Consumer,Mar,391287.0,69796.0
Consumer,Oct,381339.0,66371.0
Corporate,Jan,261788.0,45224.0
Consumer,Jan,332564.0,60008.0
Corporate,Jun,203373.0,35909.0
Home Office,Dec,137498.0,22422.0
Consumer,Feb,329297.0,61068.0
