region,month_name,total_sales
South,Mar,201112.0
South,Jan,176182.0
East,Apr,281634.0
East,Nov,287333.0
Central,May,243305.0
East,Mar,262141.0
Central,Oct,215535.0
South,Nov,156772.0
Central,Apr,236598.0
South,Jul,132041.0
Central,Mar,261579.0
East,Jan,281244.0
West,Apr,271784.0
East,Sep,243082.0
South,Sep,172813.0
West,Aug,259560.0
Central,Nov,232539.0
South,Feb,185561.0
West,Mar,291023.0
South,Dec,199927.0
East,Feb,255523.0
West,Dec,338904.0
West,Sep,266856.0
Central,Sep,215034.0
South,Aug,179880.0
East,Jun,226809.0
West,Jan,329348.0
South,Apr,156881.0
Central,Dec,238622.0
West,Oct,304515.0
Central,Jun,218562.0
Central,Aug,200091.0
East,Oct,312403.0
West,Jun,273458.0
West,Jul,278805.0
West,Nov,276024.0
East,Dec,291338.0
South,Jun,168185.0
East,Jul,253965.0
East,May,256234.0
South,Oct,181223.0
Central,Jul,217328.0
Central,Jan,239045.0
East,Aug,274661.0
Central,Feb,217038.0
South,May,181436.0
West,May,276870.0
West,Feb,210336.0
