state,total_sales,total_customers
Alabama,78475.0,35
Arizona,316321.0,97
Arkansas,65893.0,8
California,2440787.0,740
Colorado,278888.0,98
Connecticut,106997.0,36
Delaware,92222.0,27
District of Columbia,8663.0,3
Florida,473473.0,127
Georgia,159542.0,65
Illinois,598013.0,191
Indiana,151517.0,52
Iowa,18676.0,11
Kansas,35617.0,4
Kentucky,291908.0,73
Louisiana,59138.0,23
Maryland,29756.0,10
Massachusetts,145042.0,49
Michigan,230818.0,73
Minnesota,199026.0,55
Mississippi,77267.0,22
Missouri,81570.0,32
Nebraska,3838.0,4
Nevada,27126.0,7
New Hampshire,27076.0,8
New Jersey,183026.0,53
New Mexico,23855.0,16
New York,1213882.0,381
North Carolina,368505.0,137
Ohio,571498.0,180
Oklahoma,45979.0,14
Oregon,45087.0,11
Pennsylvania,625855.0,206
Rhode Island,64008.0,20
South Dakota,1610.0,2
Tennessee,176088.0,55
Texas,1180183.0,340
Utah,59515.0,22
Virginia,246154.0,64
Washington,566696.0,180
Wisconsin,90447.0,43
